edad,ingreso_mensual,antiguedad_laboral_anios,score_crediticio,deuda_total,ratio_endeudamiento,numero_creditos_activos,retrasos_12m,limite_credito_solicitado,ahorros,aprobado
49,4359.76,25.86,365,6720.38,0.42,5,0,10371.22,5199.14,1
33,2801.62,5.35,601,45.8,0.36,5,3,9079.66,8171.61,0
43,5555.37,22.5,557,2374.13,0.41,7,3,4883.79,17879.46,1
22,1772.31,28.57,398,4730.44,0.92,4,3,11118.69,5688.27,0
32,5355.11,18.13,308,0.0,0.96,1,4,6683.99,3524.18,0
60,3699.13,31.78,449,12317.6,0.59,7,3,11333.06,10577.53,0
68,4062.94,25.18,387,11397.43,0.14,4,3,8031.18,10881.49,0
26,3769.57,18.05,788,9469.94,0.11,2,0,9220.85,7492.33,1
64,3906.09,33.83,715,8163.53,0.31,0,3,12486.98,6073.3,1
68,4218.38,19.27,404,8391.95,0.68,4,2,7525.94,2625.77,0
52,3985.25,5.2,451,4697.44,0.64,7,0,11812.97,9577.32,0
31,3248.35,7.51,339,4811.78,0.33,1,3,10584.16,11064.34,0
53,5000.32,28.83,781,0.0,0.18,1,2,9567.26,0.0,1
35,3713.53,29.93,761,8448.45,0.71,0,0,10852.53,10723.99,1
37,5443.59,13.79,358,4940.76,0.48,3,0,9652.47,7802.02,1
49,4096.96,12.6,580,0.0,0.35,0,3,7803.9,7013.08,1
28,3599.11,7.21,847,2896.0,0.84,7,0,6329.61,9402.13,1
36,4627.31,29.64,545,7094.12,0.35,3,1,10177.27,4222.18,1
67,5033.22,34.53,548,419.31,0.8,2,1,6984.94,8014.46,1
39,3402.34,32.9,815,3867.69,0.86,5,4,10509.43,13906.24,0
51,3978.5,15.5,799,0.0,0.22,7,0,7274.66,7905.87,1
26,5518.1,31.24,498,3963.37,0.18,3,4,12086.72,1809.87,1
56,3334.93,7.09,433,5239.53,0.57,2,1,11361.94,7810.46,0
40,3468.55,2.48,728,0.0,0.35,6,2,11400.45,17399.97,1
50,4383.5,19.63,594,3028.66,0.69,3,3,7075.29,16164.58,0
22,3140.22,12.05,521,6835.83,0.48,1,3,8431.11,1495.13,0
30,2015.4,16.82,400,4286.34,0.86,6,4,7699.44,16105.15,0
31,2732.37,2.54,537,10078.63,0.56,3,1,6573.46,5652.58,0
27,4570.2,6.1,389,8178.89,0.51,7,2,9863.52,14556.48,0
65,4822.58,17.1,704,9068.53,0.12,3,0,9515.15,1930.27,1
45,4766.35,17.72,734,1568.07,0.02,6,4,4181.4,10514.54,0
34,4584.82,25.03,518,2495.1,0.97,4,2,13490.37,16251.01,0
32,3123.66,25.84,570,6490.76,0.81,6,0,7696.22,8443.9,0
34,4843.01,13.46,314,7069.06,0.8,4,1,10022.24,2963.87,0
32,5270.26,15.8,382,3777.21,0.21,3,3,8822.18,12539.96,0
54,3605.6,9.87,445,4748.01,0.41,5,3,10797.03,781.19,0
47,5081.88,5.45,404,2390.47,0.7,3,1,7952.23,3537.64,0
64,3903.5,14.05,777,3931.65,0.69,5,0,8372.09,10847.23,1
61,4405.28,20.35,796,6688.84,0.27,0,4,5021.82,10626.27,1
35,4565.21,34.92,478,9973.54,0.35,4,4,11842.7,8618.73,0
36,2897.34,25.88,324,7222.68,0.67,5,0,7599.28,0.0,0
39,5553.97,28.4,633,8247.66,0.59,5,3,11236.58,10013.55,1
61,3464.91,28.89,454,5692.61,0.22,4,0,7734.56,6944.72,1
56,4144.36,32.66,633,7090.97,0.79,1,2,7941.98,9878.87,1
42,3791.09,32.14,485,8539.94,0.44,2,4,6811.87,2497.26,0
59,4647.98,6.19,738,2632.91,0.24,1,0,9588.16,935.14,1
51,4624.57,11.13,324,8542.74,0.67,1,4,11768.17,6170.02,0
51,4254.97,9.33,508,7367.6,0.21,0,3,12052.41,4536.83,0
56,5508.54,28.11,763,8679.15,0.45,1,4,9540.52,9733.13,1
29,4490.56,17.04,667,6881.68,0.09,7,4,7946.01,2534.47,1
53,3877.0,33.09,395,3370.04,0.43,2,3,15242.67,2368.1,0
29,1644.62,20.06,502,4113.0,0.21,2,0,13166.84,11473.17,1
25,3982.92,0.99,501,5588.74,0.71,1,3,9697.77,11078.46,0
58,3975.43,8.49,441,0.0,0.76,4,1,9800.29,11032.65,0
22,3452.79,14.11,622,2866.55,0.54,1,1,5299.07,3712.32,1
55,3462.31,4.69,340,3534.97,0.88,4,3,8493.79,9722.03,0
31,4770.76,19.65,333,3735.99,0.57,1,4,10780.09,13326.78,0
64,5177.33,1.65,748,2320.55,0.1,5,3,12198.75,10917.97,1
22,5942.18,8.52,709,2062.72,0.48,5,2,6425.17,910.24,1
59,5265.14,0.41,343,4545.42,0.61,4,4,5178.16,9652.54,0
65,3600.14,4.18,509,3447.52,0.49,3,2,8606.96,2996.48,0
41,4467.61,24.73,509,9527.79,0.63,2,3,8127.47,763.05,0
68,3009.94,17.61,333,5369.59,0.72,4,2,6957.76,11345.04,0
27,4894.64,33.56,652,5163.83,0.23,7,4,8795.61,11497.73,1
63,4558.95,4.62,543,8005.94,0.32,1,0,8873.24,5217.07,1
64,3687.47,6.66,449,5141.15,0.38,1,2,6635.55,5412.0,0
32,4142.2,2.13,622,5327.61,0.09,1,1,11782.78,6458.06,1
55,4011.76,6.97,575,9066.46,0.66,2,2,8858.9,14558.34,0
57,3664.3,10.32,426,8432.0,0.46,2,2,5702.17,3775.54,0
49,5425.98,15.03,756,4765.54,0.45,1,4,7450.66,7401.55,0
22,7031.99,8.72,694,1311.32,0.94,3,3,5063.61,725.64,0
54,4978.87,5.95,708,3517.12,0.95,3,3,10450.65,6545.77,0
25,5189.89,13.3,343,7148.09,0.88,0,2,9443.86,4061.05,0
39,4382.02,1.77,489,304.61,0.25,7,0,7760.27,13915.53,1
34,3923.27,28.83,597,4443.41,0.56,1,2,10682.07,10563.71,1
37,6213.97,19.96,797,5267.62,0.47,4,0,7482.62,11710.09,1
69,3908.97,17.82,418,737.1,0.36,0,4,8183.68,10761.18,0
49,4594.78,16.33,775,9177.58,0.47,0,3,10962.15,12721.07,1
37,4131.16,19.43,450,4653.29,0.89,0,1,7142.67,5236.35,0
44,4770.17,34.77,748,651.56,0.43,0,0,5171.53,13148.99,1
55,4194.22,13.4,325,2315.23,0.51,7,1,11993.45,3917.48,0
55,4772.44,19.88,421,6755.26,0.12,5,2,5798.6,2120.35,1
60,3098.59,7.33,307,9709.15,0.41,5,1,7678.43,10934.42,0
66,4147.6,13.81,519,6360.32,0.4,2,2,12106.35,7911.04,0
64,5471.82,3.32,539,6034.47,0.24,4,0,12714.6,8340.6,1
62,3308.35,30.28,848,4846.78,0.88,7,2,7947.93,6507.55,1
51,3637.76,23.81,653,10474.43,0.3,7,0,8539.7,13315.48,1
39,5471.97,26.9,625,9470.47,0.23,7,4,10787.0,8759.61,1
39,4602.34,26.67,627,475.85,0.53,5,1,12299.06,7947.69,1
39,5200.18,4.68,434,5544.87,0.73,7,3,7251.82,9465.88,0
43,2224.27,22.24,486,7267.0,0.43,2,1,13110.7,7434.01,0
66,4368.81,5.14,545,4874.23,0.47,2,4,11259.96,6260.68,0
53,3089.48,21.63,568,6864.07,0.28,2,2,12539.11,7950.26,1
40,2984.8,4.69,501,7530.62,0.74,2,0,11768.0,4514.03,0
59,4607.54,5.52,382,2666.0,0.31,2,0,13645.9,5440.1,0
60,5303.14,4.33,611,9480.52,0.45,6,2,12841.78,1429.86,0
28,2889.36,18.8,823,5958.28,0.4,2,2,8724.11,11168.83,0
25,3239.08,4.13,473,8815.61,0.62,7,3,12813.32,6296.22,0
42,3709.96,12.74,310,6349.3,0.39,6,1,9520.6,3535.78,0
43,4121.61,14.87,820,5215.6,0.33,7,4,3138.64,7952.93,1
23,3036.52,34.56,549,9671.34,0.65,6,1,9774.17,8886.32,0
46,6271.66,27.32,573,6667.1,0.48,7,3,8429.72,14960.44,1
50,4764.38,20.48,782,10401.76,0.17,0,1,9607.47,18101.68,1
60,3909.39,25.65,569,7382.14,0.52,4,4,9945.34,12511.55,0
49,3765.73,0.39,611,12270.4,0.42,2,1,6986.04,12330.88,1
64,6329.15,12.89,317,3061.52,0.19,0,2,8507.05,1083.58,1
42,6253.48,10.04,309,5757.75,0.11,2,2,6741.18,14477.31,1
28,3790.84,23.14,427,3122.84,0.15,7,4,10191.79,11478.0,0
56,4544.86,4.53,784,2111.45,0.73,4,0,8372.57,11215.32,1
51,5367.45,33.07,412,6091.16,0.63,1,1,10057.02,7612.69,1
44,3161.2,11.34,804,909.18,0.29,2,2,8916.36,8223.84,1
51,3699.48,30.57,530,5182.4,0.31,2,0,7748.05,15298.12,1
31,5448.23,29.73,575,9517.24,0.75,4,2,10693.87,7070.97,0
28,3601.8,16.33,336,7164.75,0.42,1,3,11590.56,13763.05,0
37,3837.52,0.09,463,3827.08,0.36,4,2,9192.62,9474.74,0
61,3010.01,4.17,466,4700.53,0.33,1,3,10768.85,614.59,0
61,3538.95,13.52,489,7706.88,0.54,1,0,17136.0,10406.48,0
48,4844.46,25.83,760,10342.63,0.71,6,1,10038.3,11136.95,1
34,3480.31,16.68,473,4692.67,0.27,7,0,10988.58,4629.72,1
68,3042.84,32.8,574,5870.0,0.4,5,4,8543.28,11903.15,0
68,3653.67,31.71,365,7006.25,0.36,3,0,12768.26,9654.57,1
30,5822.11,11.39,794,4912.05,0.67,3,0,10923.6,11148.82,1
54,4379.55,34.62,511,6591.46,0.31,0,4,11746.95,3366.88,0
46,3711.48,18.48,523,6327.39,0.36,4,3,8253.02,10866.57,0
63,4356.32,2.59,687,9575.65,0.37,1,2,11202.43,12405.44,1
36,4617.53,1.28,620,3649.56,0.19,2,2,8388.72,4335.29,1
44,4326.06,12.88,627,5721.9,0.19,5,3,9031.91,7167.64,1
52,2580.86,14.53,774,6549.88,0.25,2,0,9400.21,10490.42,1
52,4484.89,6.32,841,3232.5,0.38,5,2,9322.93,5213.38,1
50,4020.45,31.51,501,4450.59,0.08,7,1,10740.26,11396.74,1
33,4976.0,10.83,457,5405.1,0.45,3,4,6021.61,1558.3,0
46,2987.81,27.05,557,973.25,0.77,7,0,10669.14,12291.92,0
65,5160.25,7.61,801,3965.41,0.39,0,0,10466.12,5657.33,1
36,3761.7,15.2,528,1972.58,0.74,5,0,7098.67,5269.08,0
32,2663.63,13.4,308,3895.51,0.43,3,0,12074.77,11033.87,0
45,5413.35,26.83,590,3366.44,0.82,5,3,7874.82,6567.4,0
43,3740.87,12.8,754,3948.35,0.82,7,3,8462.2,8720.11,0
39,4545.5,7.79,451,7633.56,0.76,4,3,9193.33,8610.75,0
69,4059.89,29.31,415,9291.36,0.49,6,3,7940.76,3343.81,0
64,5195.77,22.75,696,8028.43,0.38,6,0,10823.46,9212.68,1
26,5206.05,5.95,827,2979.47,0.06,4,2,7910.14,9316.36,1
43,5214.74,8.33,419,6463.85,0.24,6,3,7592.17,10284.26,0
52,4851.18,3.46,583,1545.45,0.65,0,2,12759.71,15077.61,0
44,2739.67,29.16,336,7193.38,0.35,0,0,10597.76,3910.53,0
68,2678.32,14.67,731,7728.2,0.8,5,2,9447.67,13675.25,0
33,4383.37,29.07,369,4391.08,0.19,6,3,9786.2,9617.96,0
66,3337.05,20.43,345,5578.2,0.74,5,0,7641.21,7343.16,0
33,4623.32,27.78,386,7977.89,0.46,2,4,8840.67,5632.16,0
64,4350.91,26.47,495,7704.43,0.81,4,3,7540.21,8897.76,0
67,2917.83,16.31,572,3730.19,0.29,7,3,9361.75,1696.27,0
33,3259.59,8.96,492,3191.45,0.74,0,0,6300.0,14843.92,0
36,3170.78,13.66,725,249.22,0.94,4,2,8168.05,9518.69,0
25,3394.04,18.6,572,4383.41,0.47,4,1,11518.96,11200.52,1
63,4011.03,34.89,533,3601.11,0.34,0,0,5741.52,14109.05,1
29,4816.66,10.03,510,5406.11,0.27,5,4,5869.65,7831.47,0
50,5413.55,25.76,390,7149.24,0.2,4,2,8392.71,7486.7,1
37,3317.56,8.97,607,1107.99,0.38,0,4,8591.34,10471.75,0
69,3686.91,22.13,358,3076.36,0.4,0,4,8647.48,16695.03,0
52,5609.03,25.73,825,4356.49,0.92,1,1,11796.47,999.92,1
29,5010.11,0.03,721,480.78,0.68,0,4,9626.08,7097.34,0
58,4410.44,25.5,504,4805.64,0.58,6,4,8898.27,4717.09,0
67,2066.82,30.4,516,3873.35,0.88,6,0,3134.35,12526.97,0
48,3283.18,31.67,834,6493.67,0.78,7,3,11862.62,1495.73,0
58,4341.72,30.59,313,7458.18,0.74,3,4,8009.04,0.0,0
56,3661.74,13.36,804,7545.71,0.47,0,3,11277.56,13861.13,1
48,6005.13,5.14,679,4611.13,0.73,2,1,11006.27,11197.77,1
60,4279.67,11.95,802,6147.75,0.81,5,4,12102.73,9808.96,0
55,4454.72,30.83,750,6035.04,0.56,2,3,9762.77,6532.55,1
29,3198.67,23.66,513,8622.81,0.77,0,4,8616.69,18068.43,0
56,3248.79,17.67,824,0.0,0.3,2,3,9296.25,3129.12,1
48,3591.52,0.22,550,4622.99,0.71,5,4,12650.2,12305.84,0
42,3628.18,2.52,776,3049.45,0.8,7,4,8575.39,13748.22,0
50,3984.42,19.42,621,5715.97,0.42,0,4,6433.11,7855.96,0
52,4536.65,30.5,317,8600.93,0.66,4,4,10754.33,4248.06,0
27,4412.61,21.35,846,6046.38,0.47,1,1,6792.17,10467.48,1
32,5107.3,12.63,675,5812.44,0.32,6,1,6453.51,5899.16,1
58,2967.52,0.21,338,3242.6,0.17,4,0,7572.87,7742.83,0
22,4388.15,7.37,615,6372.44,0.16,1,2,9611.34,10191.74,1
26,4414.64,21.54,723,6117.36,0.21,0,3,8556.3,12393.38,1
54,5640.24,10.24,509,2313.86,0.18,0,2,7110.0,5470.69,1
30,3998.21,18.79,531,7343.31,0.67,6,0,13597.94,10670.34,0
44,4493.06,1.41,361,3962.15,0.75,6,4,10342.06,7822.21,0
59,3454.59,18.89,510,0.0,0.69,2,3,6972.56,9405.04,0
65,4581.33,16.11,379,4803.04,0.45,6,3,6353.93,6277.13,0
61,4558.02,0.77,486,6927.12,0.58,3,1,8476.09,5202.02,0
33,3625.36,28.73,727,6751.72,0.6,5,4,8098.96,11687.51,0
36,3797.37,27.55,367,5768.86,0.58,3,2,6571.43,10814.74,0
61,4167.46,4.03,476,5217.65,0.26,1,3,7047.86,6666.54,0
59,4724.04,21.91,836,7392.05,0.49,0,2,8616.3,7129.77,1
69,3151.26,30.06,649,7116.04,0.85,2,4,12655.58,10513.84,0
57,5001.12,17.95,468,0.0,0.49,0,4,9351.66,9144.86,0
65,3894.5,26.35,618,3142.17,0.67,4,0,12080.52,11654.15,1
40,5924.01,4.3,402,5647.78,0.82,4,3,12535.82,0.0,0
68,5525.3,2.09,697,5129.21,0.83,4,0,10823.25,8563.95,1
37,3828.92,8.24,479,7892.7,0.18,2,1,11365.86,9437.77,1
28,3626.86,26.84,690,8439.5,0.48,2,2,11514.38,11581.1,1
47,6432.71,10.12,674,5819.77,0.77,0,1,11469.96,7522.52,1
29,4770.03,29.55,509,4198.5,0.54,5,4,9044.95,10602.0,0
23,4713.54,2.34,475,10643.3,0.27,7,4,3175.43,11904.72,0
32,3812.08,16.88,382,2758.91,0.92,3,2,5499.51,6326.35,0
39,4079.17,15.27,480,5052.88,0.49,7,4,11627.28,6697.59,0
38,4930.05,28.4,580,11611.78,0.66,6,4,3140.62,10490.77,0
21,4757.67,23.45,594,7324.45,0.61,0,2,10351.31,5484.61,1
26,3444.53,26.01,442,7229.49,0.49,7,2,6384.57,5453.45,0
26,5328.57,21.25,693,5370.02,0.83,0,4,6424.07,3628.07,0
28,4478.09,5.53,709,9098.4,0.68,3,0,10057.08,0.0,1
58,3332.59,26.63,748,14382.51,0.42,7,0,12186.53,12018.15,1
21,5103.0,25.19,609,6386.1,0.31,5,4,10660.06,2556.04,1
36,4038.33,25.59,319,4706.56,0.37,1,1,9747.67,11660.61,0
66,4910.26,16.09,621,9007.6,0.68,3,2,5950.99,10931.27,1
38,3694.31,14.83,736,11291.86,0.11,5,2,8155.7,0.0,1
38,4527.44,5.16,704,6562.16,0.8,5,4,11693.09,9922.3,0
57,2721.66,28.54,582,2885.56,0.6,6,2,7678.66,3548.07,0
51,4537.48,15.23,694,6503.14,0.35,0,3,10594.21,14711.53,1
32,2816.1,33.41,460,3022.84,0.71,6,3,6091.87,2365.95,0
43,4346.75,9.51,562,8406.04,0.79,4,4,7654.09,7001.33,0
45,1893.12,16.92,443,4805.33,0.21,3,4,11963.91,5435.33,0
57,4139.96,12.31,749,7049.26,0.3,3,3,8746.41,11166.27,1
41,4855.29,21.26,696,5689.98,0.28,4,4,4371.84,6861.83,1
60,4639.09,33.85,723,7987.39,0.41,4,2,7000.03,11973.92,1
42,5285.66,7.78,817,0.0,0.4,5,3,4380.73,6239.9,1
39,3222.75,13.48,733,6474.21,0.74,0,1,10486.33,10747.06,1
37,5623.41,10.34,634,6040.44,0.24,5,1,7179.64,7112.04,1
47,5657.5,3.31,351,6345.21,0.24,2,3,4954.15,7466.7,0
44,3106.99,1.26,491,987.71,0.56,3,3,11502.99,8791.02,0
25,3475.2,34.74,732,9635.75,0.16,0,3,7718.87,9380.43,1
40,3678.73,11.56,435,3444.21,0.45,2,4,4244.74,12605.63,0
34,4176.87,24.74,606,6883.76,0.51,6,2,7466.26,11767.36,1
45,4366.54,27.41,312,3859.93,0.54,3,4,11844.73,11000.19,0
31,1955.2,22.43,557,4832.77,0.76,3,0,12505.14,8523.22,0
64,4736.68,9.28,840,4060.23,0.28,2,1,3821.54,3736.57,1
36,3965.66,23.48,723,458.33,0.57,3,2,8744.33,12872.89,1
46,3272.12,32.23,485,3474.3,0.44,3,4,11812.15,5911.29,0
36,5059.97,16.02,783,9493.01,0.43,6,4,11047.93,0.0,1
49,3883.83,31.21,362,1950.15,0.07,2,4,8891.88,12726.87,0
49,5229.05,30.14,750,5841.78,0.86,6,3,8629.03,5782.37,1
39,4680.89,27.01,727,32.98,0.25,4,2,10972.36,13853.0,1
37,3905.91,24.37,328,8811.32,0.45,1,3,12430.5,7179.08,0
54,5261.31,33.57,435,1203.64,0.32,0,4,6470.1,7347.79,1
37,4928.37,17.54,784,1884.89,0.52,5,0,9586.73,12503.18,1
43,3737.41,32.18,488,4979.91,0.61,0,2,9249.47,8059.92,0
61,2732.31,3.08,394,7134.12,0.61,0,2,8883.45,1603.65,0
22,3699.64,24.82,614,1416.31,0.52,0,3,9914.27,10486.5,0
21,4756.04,4.16,603,5167.76,0.71,4,0,12186.85,1657.51,0
44,3979.69,12.96,544,7124.67,0.75,0,0,7968.91,3087.67,0
21,5797.04,20.47,805,5506.39,0.87,2,0,9051.34,11494.82,1
48,4432.5,24.24,484,3098.68,0.11,6,1,9377.81,2245.83,1
23,4372.38,23.89,417,6852.03,0.14,2,2,11935.64,7083.11,1
31,4561.83,6.27,441,8919.93,0.78,4,4,7759.08,10702.8,0
63,3394.07,3.11,672,12623.32,0.68,3,3,3779.01,3203.32,0
46,4084.42,4.99,574,9457.25,0.56,2,1,9807.9,4768.0,0
52,3595.24,21.65,483,229.53,0.45,4,0,11672.51,9789.38,1
30,2064.24,6.26,812,9497.65,0.1,4,4,7338.24,6225.57,1
56,2581.31,32.07,389,8683.34,0.36,1,2,10330.02,9972.76,0
29,4864.68,23.79,797,6433.1,0.72,0,4,12055.08,10370.65,1
67,3792.34,10.56,772,7644.28,0.89,2,4,13123.32,5264.37,0
24,4084.3,22.08,317,8974.09,0.4,4,2,4576.65,7863.45,0
31,2853.97,2.56,736,4706.75,0.2,7,2,7141.65,6424.41,1
65,3661.12,21.16,462,1704.73,0.56,4,2,11080.73,11042.13,0
66,4905.79,5.42,802,4705.27,0.17,6,1,7920.91,13258.81,1
31,4282.85,22.13,651,7575.6,0.24,0,4,11717.09,2924.83,1
32,3724.13,9.77,334,3782.06,0.12,0,1,7681.34,8945.88,0
68,5583.4,19.37,799,3502.26,0.25,0,3,7378.34,8369.1,1
46,4140.24,24.58,411,1598.84,0.26,1,4,10053.79,11597.77,0
55,3877.32,7.69,564,7185.86,0.2,3,3,8739.46,11953.23,1
54,5233.63,2.04,342,2204.47,0.23,4,1,6317.55,3577.12,0
49,2620.76,4.97,450,4867.69,0.72,3,4,10603.91,8999.29,0
60,4695.1,29.32,339,3268.82,0.92,1,3,13027.82,9090.3,0
29,3183.52,33.31,752,9561.88,0.92,0,0,5373.48,8571.23,1
33,3479.72,20.18,570,8654.49,0.78,6,2,6267.84,11060.86,0
28,3574.3,2.95,668,12672.01,0.93,3,1,6075.63,14101.22,0
44,4312.02,20.95,752,3359.34,0.33,1,1,8587.81,6744.56,1
22,4292.28,11.84,428,2485.99,0.76,3,3,9622.35,8124.7,0
23,4470.19,6.06,750,6360.58,0.48,1,1,9710.32,8209.25,1
35,4384.11,26.11,542,1265.16,0.28,4,0,8114.01,7055.52,1
35,5466.72,30.28,305,3997.97,0.44,5,4,7926.78,12704.45,0
61,5728.45,18.67,334,7648.95,0.41,4,2,6940.95,11043.91,0
69,4838.27,20.09,476,5706.72,0.57,1,1,11988.98,6537.5,0
36,4881.72,33.12,437,8184.59,0.6,2,4,3800.19,6092.76,0
65,3854.69,0.1,476,3230.34,0.21,5,1,9330.28,8697.79,1
62,3197.82,29.98,590,4087.35,0.21,3,3,8530.5,0.0,1
49,4731.75,32.52,828,5120.0,0.57,1,2,9402.07,11059.41,1
46,4227.89,29.7,356,8152.52,0.66,2,4,8385.7,6153.65,0
59,4973.48,19.29,454,8987.48,0.86,0,2,8939.13,12034.91,0
25,2540.54,31.19,480,9308.92,0.92,4,0,9719.21,6896.95,0
65,6625.02,17.38,722,5878.36,0.5,7,0,9296.76,8537.17,1
30,3042.98,12.87,724,3305.66,0.25,7,2,10407.76,1756.76,1
37,4228.1,17.44,394,4252.9,0.07,6,4,9673.14,9734.41,0
62,5095.26,1.51,714,5566.86,0.45,4,4,9596.85,10709.26,1
69,2941.53,1.05,411,755.94,0.12,2,0,11990.5,4912.59,0
26,3694.83,18.15,661,2645.24,0.28,3,1,9927.84,8844.6,1
42,2364.82,20.64,659,141.53,0.39,4,2,6540.69,4802.12,1
65,2899.51,2.43,404,6445.1,0.49,2,3,6307.26,8282.6,0
28,2439.46,26.72,613,6227.55,0.92,7,1,11258.37,7058.86,0
45,4291.41,5.25,548,2680.14,0.62,6,2,6375.09,9313.61,0
46,4463.88,7.46,610,8512.38,0.53,6,1,6784.5,9968.35,1
21,3909.6,16.66,534,5833.51,0.59,6,2,13426.53,12003.76,0
50,5343.34,27.11,389,5151.59,0.28,5,2,8646.86,9660.73,1
42,5456.96,17.1,739,7614.18,0.51,0,0,11631.16,0.0,1
54,4191.54,31.51,760,6593.27,0.71,6,3,8833.4,8718.78,1
61,3997.83,26.52,514,2265.11,0.3,3,3,11303.62,13133.24,1
53,3949.43,19.66,762,3461.56,0.69,0,0,8975.7,11917.6,1
66,3787.58,30.42,602,1103.15,0.43,5,1,7091.89,9417.6,1
23,5383.06,12.14,434,7442.33,0.73,4,4,8103.19,12819.37,0
61,4414.2,20.28,522,5202.81,0.28,3,1,8563.86,5992.98,1
52,3897.89,22.54,615,8357.45,0.83,2,1,7081.01,6201.85,0
67,3992.89,3.19,381,3345.9,0.62,0,2,3080.27,11877.09,0
66,4694.12,9.21,481,1861.1,0.43,4,3,9525.8,10854.89,0
50,3838.02,34.37,399,8994.61,0.12,0,1,11109.94,2799.16,1
53,4484.5,10.7,405,8124.29,0.29,3,2,12273.73,4703.1,0
48,4167.08,31.83,425,1024.89,0.61,5,3,7331.34,7887.04,0
68,5428.23,1.77,819,8814.44,0.68,7,4,9620.21,9349.68,0
29,5251.19,8.75,472,3314.68,0.56,6,0,8345.44,1838.18,0
46,2915.68,8.11,606,10225.37,0.18,5,4,10746.59,7908.14,0
63,4055.01,0.07,684,7092.23,0.6,4,3,8546.43,8696.93,0
60,4845.64,25.35,352,3648.93,0.37,5,1,8027.44,5925.41,1
40,3793.68,8.18,545,4802.13,0.33,0,0,2812.68,12528.13,1
27,4935.58,20.49,540,5021.52,0.48,4,4,8368.71,14990.55,0
37,4505.25,3.36,681,0.0,0.11,5,3,8056.09,3173.23,1
64,4738.68,20.07,441,7627.69,0.52,1,3,9285.85,4919.09,0
35,4144.4,17.33,573,4579.22,0.79,6,1,10400.84,8893.2,0
42,4477.23,16.5,837,7866.72,0.25,5,1,9205.64,6529.17,1
29,4676.37,27.62,736,0.0,0.52,2,0,4753.73,13505.21,1
63,2868.98,12.29,456,7740.24,0.51,0,4,13502.79,11578.0,0
44,3371.76,25.04,661,5620.53,0.24,3,1,10856.66,6050.86,1
36,3279.19,28.24,562,2041.95,0.82,7,0,8539.63,13073.68,0
25,5726.88,8.53,313,11643.31,0.43,1,4,14208.84,13819.19,0
51,4476.43,10.4,481,8087.02,0.55,0,1,9711.3,6060.72,0
42,4539.79,21.43,551,2632.28,0.91,3,4,7373.92,7844.0,0
62,4359.42,6.4,359,3047.21,0.98,4,4,9656.22,7421.32,0
67,3732.86,0.18,836,7353.63,0.42,3,1,7547.86,12705.83,1
55,3527.48,21.28,788,11083.93,0.4,5,2,4730.79,5029.64,1
27,4971.63,24.63,334,7153.46,0.33,6,4,10432.95,8176.61,0
51,3864.59,3.74,687,4209.93,0.5,1,0,9281.04,10733.7,1
63,5633.9,19.96,345,11144.68,0.05,4,1,9620.84,8898.56,1
68,4380.66,16.61,805,3705.3,0.57,7,2,7824.43,3502.2,1
36,4286.59,17.87,705,9659.81,0.42,0,0,10862.04,3177.06,1
25,4005.17,32.77,772,7657.63,0.66,5,1,7134.72,11174.16,1
31,4136.85,1.51,693,5175.98,0.36,5,3,9640.5,10106.14,1
25,4234.99,6.46,632,3688.53,0.35,4,0,8489.24,9598.63,1
51,5582.01,2.89,689,3795.12,0.24,4,2,4998.97,17465.88,1
48,6318.51,21.68,619,5489.58,0.7,6,1,7267.86,8412.56,1
43,3160.27,30.16,754,9856.78,0.74,5,2,5270.51,9437.49,1
67,4435.96,18.81,684,5370.26,0.81,3,0,9893.44,7060.11,0
29,4846.0,1.11,623,2837.74,0.78,5,0,11066.36,12708.93,1
54,3388.16,17.61,513,9717.91,0.45,6,4,9862.69,5709.33,0
68,3632.73,3.85,448,8770.06,0.85,3,0,10843.53,7340.66,0
36,3791.85,3.03,699,5838.76,0.54,0,4,9797.05,14085.52,0
47,2028.67,10.62,389,9441.7,0.89,4,2,2963.43,9087.42,0
26,4794.32,29.8,373,6165.93,0.87,6,2,7790.39,5885.98,0
38,4164.38,24.35,518,11251.59,0.59,0,0,7130.79,13072.88,1
42,4122.33,34.47,622,5253.86,0.47,0,2,2943.24,7896.94,1
56,4280.8,16.87,756,3300.2,0.79,2,1,7276.42,2537.13,1
44,4432.35,6.52,686,4216.66,0.32,7,2,8655.03,6324.06,1
59,6299.11,12.71,321,5965.18,0.26,5,2,7360.13,12554.08,1
43,4371.24,2.96,375,6047.63,0.17,0,1,8607.59,9940.64,0
30,4961.78,14.01,520,3819.1,0.48,4,1,7730.08,7693.44,1
51,3737.96,21.1,324,3954.63,0.39,5,0,14276.0,9820.71,0
28,4526.93,22.97,532,1520.14,0.41,1,0,7672.49,6750.94,1
34,3924.36,33.95,527,3891.97,0.47,4,3,8560.29,5658.77,0
64,4073.67,13.24,772,10619.92,0.65,6,0,9608.15,5088.12,1
64,3392.67,3.06,723,4966.59,0.64,1,2,8436.79,11911.06,0
61,3471.66,30.22,716,2519.51,0.84,5,0,11539.61,10308.94,1
35,4621.47,6.12,471,3475.51,0.83,7,0,11138.76,5959.81,0
54,4883.67,11.37,320,3156.2,0.56,0,1,6574.65,8627.02,0
26,4626.23,5.01,391,5174.12,0.53,1,3,11024.27,4518.76,0
58,3603.78,24.86,833,2896.08,0.82,5,3,11261.08,17776.54,1
