Consumo_kWh,CostoEnergia_USD,TempPromedio_C,HorasPico,PotenciaMax_kW,EmisionesCO2_tn,SectorIndustrial,MantenimientoPrev,EdadEquipo_anios,AhorroPotencial_USD
268.69,411.23,20.03,1.27,29.19,5.18,1,0,4.32,486.32
679.85,255.37,37.06,5.14,172.79,2.49,1,1,9.41,576.74
441.41,215.44,17.67,9.62,107.0,2.94,0,0,7.23,298.82
406.34,147.53,32.68,9.02,100.31,5.37,1,0,17.81,397.42
205.51,526.88,38.63,8.71,73.56,5.71,1,0,17.11,427.89
370.53,377.14,22.36,5.77,95.11,4.24,1,1,15.8,638.17
405.77,515.09,11.73,2.47,94.88,4.67,0,1,9.9,758.64
207.38,369.51,22.53,4.6,79.67,1.56,0,1,23.42,327.8
415.14,105.23,33.63,7.99,98.53,0.7,1,0,16.05,139.78
542.95,194.15,25.46,8.47,90.17,3.2,1,1,10.42,446.04
358.21,504.95,42.35,9.5,129.97,0.46,1,1,24.74,556.43
376.33,179.45,28.34,5.38,48.56,0.44,0,0,13.94,208.08
154.95,554.4,43.96,6.92,79.61,2.67,1,0,17.38,600.58
232.09,246.27,33.22,2.34,92.02,3.9,1,0,12.8,284.47
526.92,299.64,38.62,6.65,91.6,5.8,1,0,10.46,629.6
320.61,424.27,32.35,5.94,21.54,2.28,0,1,16.64,424.58
288.43,496.03,27.65,4.46,85.0,0.5,1,0,23.61,632.81
316.89,478.11,29.97,1.91,103.29,2.5,0,0,6.82,655.88
393.1,504.52,38.85,1.66,20.69,1.79,1,0,12.63,642.5
260.99,345.01,29.74,4.99,122.71,2.72,1,0,10.07,438.56
415.18,247.39,42.34,5.61,107.33,0.64,1,1,17.71,419.43
236.8,191.76,20.64,1.78,146.14,5.61,0,1,10.46,232.84
492.88,578.79,24.75,3.43,66.94,3.48,1,0,2.48,931.13
273.15,378.33,26.3,7.53,67.86,0.7,0,0,13.77,553.91
558.43,583.86,33.12,8.06,60.16,2.45,1,0,1.12,827.88
398.8,336.55,37.25,7.5,81.38,4.35,0,0,19.51,719.35
298.52,275.08,32.04,3.52,81.02,4.82,0,0,23.23,351.33
509.38,397.89,40.53,9.71,39.11,5.43,1,0,10.44,654.89
235.06,596.42,43.83,3.95,64.58,5.2,0,0,6.67,533.09
334.35,529.65,11.26,8.63,109.52,0.88,0,1,5.23,666.84
399.99,292.97,10.09,7.16,70.34,2.9,0,0,5.67,485.38
385.46,102.36,18.75,4.73,129.64,2.46,0,1,12.34,305.15
158.97,292.52,13.68,4.0,52.75,4.68,1,1,24.64,207.03
289.52,474.51,38.38,6.47,105.67,5.46,0,1,19.32,474.54
420.19,80.9,38.2,3.08,69.08,5.94,1,0,19.12,276.82
241.61,512.99,14.27,5.09,96.57,1.16,1,1,11.23,323.76
551.97,215.37,27.92,6.34,91.36,4.16,1,1,2.28,476.28
459.42,270.4,42.04,7.68,103.56,1.92,0,1,14.59,485.15
338.29,558.76,15.02,2.99,38.68,5.37,1,0,4.76,585.61
373.56,274.55,32.59,1.61,106.46,1.78,0,0,18.87,496.37
623.39,328.66,36.1,2.68,92.42,5.26,0,1,5.56,808.63
512.32,310.83,41.9,6.73,89.11,3.12,0,0,10.95,478.9
445.63,268.71,30.75,8.23,124.23,4.55,1,1,10.77,500.43
230.14,122.36,27.52,2.97,129.17,0.49,0,0,23.74,162.13
595.55,300.41,26.24,6.05,128.88,2.08,0,1,11.47,422.36
526.29,336.44,21.24,4.51,55.6,5.61,0,1,10.93,541.44
382.19,193.52,26.15,1.24,115.21,3.98,1,1,20.2,415.75
334.04,509.34,16.34,1.82,79.9,2.95,1,0,11.16,872.7
377.45,337.18,33.68,1.28,59.48,4.59,1,0,3.22,418.54
255.77,204.06,17.48,5.36,86.2,3.07,1,1,22.68,290.66
343.51,132.19,11.75,7.6,56.89,0.78,1,0,24.94,271.29
491.58,380.47,26.45,1.55,84.36,1.25,0,1,4.65,811.77
183.09,328.85,37.99,3.49,108.23,5.66,0,1,9.56,458.47
362.31,451.92,18.06,1.3,78.28,2.57,1,0,13.82,606.21
413.65,593.93,38.38,2.73,98.19,2.46,0,1,1.3,669.93
412.43,184.23,35.24,6.57,123.67,3.23,1,0,15.13,602.47
258.53,461.24,31.99,4.94,98.86,4.28,1,0,10.58,428.97
258.14,304.39,30.63,3.23,136.15,0.66,1,0,9.06,296.9
530.7,285.56,19.53,3.47,100.09,3.26,0,0,1.73,435.68
253.06,230.26,26.89,2.14,58.17,3.7,1,1,9.18,51.35
521.04,265.93,18.67,6.74,74.83,2.34,0,0,2.89,532.03
342.12,141.28,15.08,8.0,89.17,1.07,0,1,12.17,261.73
529.58,316.8,30.45,6.23,96.17,3.57,1,1,4.8,470.79
349.47,385.54,37.0,4.63,114.4,1.29,1,0,5.25,671.78
260.02,225.36,25.4,2.59,64.69,1.7,1,1,19.81,282.97
502.79,315.91,35.79,7.55,83.56,4.76,0,1,1.7,604.21
397.91,325.46,34.67,1.9,98.44,3.6,1,1,13.02,518.24
573.83,422.99,25.83,3.14,98.45,3.53,1,1,14.5,672.02
507.06,383.43,36.12,7.32,135.98,1.41,0,0,5.4,786.41
372.47,570.61,21.09,1.35,46.6,0.7,0,1,11.64,666.94
346.04,353.55,38.16,5.81,105.48,4.65,1,0,18.96,400.23
402.8,395.82,21.72,2.22,97.54,1.31,1,1,8.16,599.52
422.83,355.91,33.9,6.58,97.29,2.41,1,1,22.76,594.34
294.19,259.45,33.7,9.37,129.97,4.15,0,0,6.5,510.13
501.03,164.34,24.56,4.8,74.76,2.63,0,1,24.07,570.68
352.32,88.52,34.88,1.6,55.56,2.96,0,1,7.57,301.88
349.24,195.47,41.16,1.27,51.96,1.67,1,1,20.42,274.82
335.12,370.32,12.37,9.45,76.43,0.56,0,0,19.71,629.48
427.72,94.28,20.34,5.22,97.07,2.57,1,0,13.98,215.36
316.95,245.29,14.17,9.16,91.09,4.49,0,0,4.89,483.57
416.2,101.32,16.25,4.71,131.52,4.88,0,1,15.7,342.44
731.99,437.02,16.69,3.76,58.74,4.04,0,1,3.7,903.34
393.57,347.0,43.75,3.48,91.43,3.72,1,0,19.84,450.79
347.92,544.0,34.51,5.59,67.55,3.92,0,0,23.88,724.71
199.88,407.4,30.31,7.73,69.89,4.96,1,0,13.96,414.81
406.03,446.07,30.54,6.43,102.75,2.77,0,1,5.04,592.72
266.89,538.76,13.27,6.59,114.18,1.96,1,0,3.89,832.81
354.93,546.24,22.81,2.31,88.88,4.8,0,0,24.18,822.42
418.19,271.73,41.29,6.35,70.97,4.95,0,0,18.98,495.34
192.28,384.12,10.36,2.95,61.79,2.44,1,0,23.85,533.4
418.9,289.84,10.68,8.08,82.74,1.44,1,1,7.35,424.19
436.54,374.53,19.6,2.72,85.34,2.22,0,1,5.79,579.72
244.35,569.42,32.22,3.7,110.25,5.42,1,0,1.57,395.92
352.92,596.44,40.36,1.83,58.08,5.91,1,0,22.25,622.19
180.32,325.3,11.18,9.14,136.69,1.33,1,1,4.92,345.69
589.06,113.57,28.16,3.09,160.89,5.04,1,0,15.67,356.0
439.67,579.17,31.98,1.84,94.39,5.11,0,1,24.3,598.15
378.45,141.62,12.13,3.37,95.46,4.98,1,1,20.94,577.12
380.39,92.68,26.54,4.54,95.92,0.72,0,0,7.79,344.62
535.77,443.28,41.61,2.68,104.55,5.59,1,1,24.93,650.27
388.7,521.52,22.45,5.24,68.48,2.68,1,0,13.12,654.69
439.7,401.18,26.19,9.87,94.01,2.74,0,0,15.53,694.5
582.24,388.71,29.92,9.67,86.25,0.5,1,0,1.36,660.49
358.46,250.87,14.81,2.49,79.38,1.26,0,1,5.68,401.23
268.88,405.37,26.39,7.59,114.83,2.96,0,0,22.61,426.38
301.06,508.82,28.4,3.09,69.93,2.84,1,1,9.79,552.48
571.44,249.96,15.43,9.6,113.94,2.01,1,1,12.3,521.46
410.97,319.63,36.37,4.75,100.3,0.85,0,1,19.76,670.79
339.72,413.95,14.2,4.41,115.86,5.56,1,0,15.54,693.93
516.84,486.44,18.33,9.84,87.36,3.48,1,0,14.68,879.14
519.75,411.56,32.59,5.67,79.48,2.7,0,1,22.74,607.52
342.92,161.75,20.11,2.52,88.45,3.78,0,0,20.65,381.56
283.37,355.51,13.31,6.21,114.42,5.48,1,1,20.78,241.19
211.54,306.4,26.87,7.58,126.57,1.51,0,0,9.18,419.81
184.73,415.68,22.23,7.3,111.4,3.47,1,0,18.06,551.22
368.2,415.91,25.53,7.68,37.55,3.32,1,1,18.44,541.9
292.82,130.66,16.16,7.83,117.99,3.58,0,1,18.78,197.23
623.02,152.1,44.0,9.47,90.9,5.78,1,0,1.22,470.11
407.02,125.51,14.97,6.32,90.92,2.8,0,0,20.21,543.17
166.94,129.87,20.25,5.8,29.6,2.56,0,1,9.28,199.48
570.25,352.64,27.32,8.19,72.54,1.45,0,0,3.26,610.6
419.41,81.42,42.06,1.76,106.94,1.07,1,0,12.49,262.45
484.6,487.04,13.1,4.3,62.65,5.55,1,1,12.07,494.14
481.84,375.7,31.62,6.59,26.17,1.27,1,1,6.23,671.46
435.59,454.94,15.86,4.68,87.87,3.45,0,0,5.38,621.47
462.8,329.91,32.79,7.56,63.69,5.72,1,0,22.86,448.52
428.65,551.48,29.98,5.89,102.9,1.21,0,1,23.56,706.37
267.23,507.87,38.25,7.66,113.34,0.32,1,0,22.18,440.39
444.01,339.14,11.51,8.06,93.26,0.98,0,1,8.36,342.34
522.87,206.98,14.06,5.57,83.43,2.14,0,0,6.52,416.31
374.79,145.78,34.68,7.65,75.1,1.79,0,0,14.97,325.71
466.16,518.4,17.55,2.54,92.13,4.87,1,1,21.13,599.15
450.35,431.97,10.05,4.35,70.84,2.67,1,1,1.64,535.46
617.88,217.89,40.81,7.95,93.68,4.99,0,0,2.38,519.37
369.67,457.57,43.93,1.16,116.15,5.04,1,0,16.77,543.87
364.96,240.15,19.85,3.28,85.34,2.73,1,1,23.57,380.41
385.97,212.48,21.98,3.99,94.71,1.8,1,1,18.06,390.76
387.71,464.38,20.75,8.75,102.1,3.51,0,1,20.88,494.48
127.29,464.56,32.6,2.06,76.38,1.42,1,1,19.73,369.42
322.89,508.41,25.06,3.04,91.37,5.37,1,0,22.1,676.41
435.99,521.88,12.71,5.13,72.22,0.68,1,1,21.94,555.91
399.01,364.31,32.08,4.81,68.33,4.9,1,0,21.27,587.51
304.08,214.14,37.08,4.92,106.4,2.5,0,1,16.83,252.4
320.23,394.87,42.9,4.14,61.43,0.76,0,1,6.2,418.05
357.33,235.44,24.17,1.77,89.34,2.71,0,1,20.26,461.96
303.81,492.3,12.97,5.05,82.69,3.09,0,1,2.33,476.07
338.43,141.84,16.23,3.98,69.52,5.16,0,1,21.72,383.74
335.27,249.72,26.34,7.48,98.7,2.3,1,0,14.42,548.41
507.44,99.76,34.15,9.79,52.06,2.57,1,0,21.52,362.01
521.97,311.63,32.94,6.59,62.14,5.75,1,1,16.15,783.16
512.03,152.83,37.61,6.73,67.05,2.42,1,1,21.8,426.33
451.2,585.79,28.88,1.47,58.91,0.66,1,0,20.65,860.99
315.0,264.98,39.23,6.71,75.04,3.58,1,0,20.76,376.0
515.18,490.73,17.63,4.99,90.8,0.9,1,1,9.66,677.11
362.29,510.91,20.98,2.08,88.98,3.12,0,0,5.62,751.68
402.77,127.86,14.32,9.17,93.37,0.88,0,1,19.77,394.64
560.59,427.69,24.97,5.12,81.06,5.99,1,0,10.77,505.04
410.08,259.01,29.77,9.51,90.09,2.28,0,1,12.58,479.39
429.67,235.01,26.11,7.83,122.34,2.74,0,1,13.94,658.95
230.47,472.29,21.35,6.39,42.89,5.41,1,1,4.94,378.79
458.44,212.22,15.71,9.61,96.69,2.05,1,0,14.71,624.24
282.4,241.12,35.21,1.81,83.71,1.67,0,1,13.69,404.38
521.43,473.52,28.06,5.28,79.94,0.74,0,1,10.62,612.44
377.85,261.77,36.2,5.75,68.54,3.63,0,0,8.86,493.1
131.66,284.07,31.66,4.57,39.59,3.59,0,0,1.1,440.06
357.04,465.3,30.7,8.14,89.41,3.81,1,1,15.01,615.03
372.64,152.0,44.57,3.56,58.67,0.64,1,0,7.44,567.4
458.26,440.29,39.19,3.34,107.17,2.87,0,1,9.08,718.52
480.46,248.03,29.52,1.73,68.94,3.65,0,0,4.37,268.76
360.67,518.93,20.25,7.73,73.47,2.62,0,1,20.03,779.54
521.54,401.54,16.53,4.15,79.6,1.98,0,1,10.92,758.27
19.95,83.99,43.47,2.34,103.31,4.66,0,0,8.07,36.1
314.32,148.74,44.6,5.8,107.73,2.69,0,1,10.6,488.58
266.52,470.27,42.71,9.44,105.81,4.85,0,1,3.18,507.12
249.5,194.29,15.14,9.72,74.65,0.69,0,1,7.7,358.25
515.16,88.87,34.68,3.27,106.72,0.4,1,1,3.89,409.84
499.5,463.99,32.28,4.74,53.98,1.34,0,1,20.81,559.92
306.91,429.74,24.42,2.73,104.61,1.86,1,0,12.8,422.88
541.37,196.1,18.27,5.45,99.1,2.04,1,0,13.57,416.04
412.18,405.47,39.09,6.22,103.1,3.11,1,1,23.92,411.69
349.4,406.14,37.04,4.96,69.89,3.38,0,0,24.97,494.88
316.85,568.48,33.12,5.47,84.39,4.99,1,1,11.2,599.14
306.61,130.83,32.11,6.98,121.58,5.09,0,0,3.45,173.53
456.73,169.15,39.04,4.28,50.94,3.46,1,0,22.2,273.22
478.02,237.12,23.21,8.19,95.16,5.47,1,0,4.29,637.17
428.62,478.55,35.97,8.07,79.18,3.56,1,1,13.78,668.89
153.97,325.38,20.56,2.7,86.11,0.86,1,0,13.48,492.0
435.56,271.46,42.86,4.93,97.25,2.72,0,0,24.48,564.75
467.85,278.3,21.45,9.39,62.64,5.77,1,0,21.53,524.03
319.7,344.2,36.71,2.18,103.42,5.16,0,1,18.89,521.61
405.19,248.95,35.68,1.33,62.93,2.81,0,1,12.7,479.03
176.33,434.5,38.29,6.81,83.74,4.25,1,0,12.36,616.67
252.4,93.07,39.9,6.66,48.38,1.64,0,0,6.7,277.94
361.09,390.86,31.29,5.42,89.61,5.41,1,1,8.87,475.92
362.83,267.44,16.96,9.04,56.56,4.03,1,0,1.3,326.24
442.2,329.03,18.51,6.36,98.96,5.26,0,1,17.1,543.14
257.57,471.56,15.68,6.6,138.95,2.06,1,0,9.86,729.8
359.06,98.45,36.14,8.55,79.8,1.02,1,1,19.97,161.79
341.23,192.62,29.72,1.28,65.7,4.59,0,1,14.97,213.96
463.36,345.95,26.53,7.49,81.29,2.77,0,0,14.34,486.29
570.53,400.98,41.15,1.78,95.89,2.87,1,0,11.17,731.55
606.51,176.28,12.73,4.45,59.75,0.8,0,0,15.85,591.37
211.79,181.43,23.61,5.6,85.35,2.77,0,1,20.23,287.4
394.24,404.38,15.01,7.21,137.99,1.17,0,0,5.21,643.82
266.5,456.36,10.09,1.62,105.19,1.95,0,0,5.91,612.47
392.23,313.95,22.96,8.11,65.48,0.71,0,1,8.71,566.12
450.75,311.87,27.61,6.98,93.64,0.75,1,0,16.91,531.5
409.78,288.09,12.06,2.49,81.75,1.57,0,0,16.2,612.19
394.12,211.27,24.55,6.71,75.22,0.81,0,0,22.41,505.3
577.96,592.51,17.74,7.43,66.44,1.87,1,1,8.02,984.13
486.52,405.45,26.42,5.34,136.63,4.51,1,0,2.55,316.28
367.28,265.26,36.73,4.95,29.6,1.12,0,0,11.58,457.38
402.91,213.02,24.94,8.0,112.22,5.47,1,1,15.69,346.2
504.51,210.73,15.0,8.71,76.96,1.36,1,1,5.63,352.69
473.17,245.08,29.63,1.11,125.35,3.9,0,1,18.11,410.39
348.99,368.44,14.7,1.55,58.07,0.78,1,1,15.69,518.91
186.97,382.47,39.77,8.6,103.37,1.17,0,1,24.44,409.16
257.84,424.09,32.06,9.43,116.37,3.22,1,1,8.4,303.93
417.52,92.34,11.6,4.94,92.41,2.72,1,0,4.44,272.39
185.62,379.95,28.35,5.88,97.2,4.31,1,0,20.78,461.01
381.71,382.36,26.68,1.93,68.75,2.14,0,0,21.67,635.96
345.57,558.02,39.41,3.62,73.92,5.92,1,0,5.27,711.85
519.91,200.4,39.52,7.41,80.42,0.46,1,1,7.37,505.3
241.83,102.52,35.61,5.36,96.52,0.69,0,1,17.06,286.9
168.19,571.79,38.77,8.32,55.22,5.04,1,1,3.44,561.97
349.64,372.93,31.37,3.5,41.74,2.01,0,1,17.19,641.8
476.17,134.09,30.77,4.85,67.95,1.01,1,1,3.01,419.7
528.39,249.61,22.18,8.32,102.71,3.73,1,1,18.2,470.58
290.88,283.58,25.26,8.65,72.3,1.82,1,0,11.97,557.77
456.43,479.35,29.51,4.82,74.83,4.33,1,1,20.46,606.07
266.63,217.45,25.95,5.13,98.66,5.38,0,1,21.02,398.45
310.14,573.85,33.54,3.13,90.12,1.64,0,1,22.89,642.15
468.11,377.62,23.17,4.83,95.26,3.91,1,1,22.28,499.21
486.18,129.51,34.18,5.48,100.67,0.85,0,0,12.81,268.62
280.07,343.92,22.01,3.76,79.97,3.64,0,0,22.53,527.61
456.99,383.55,29.54,2.11,60.1,2.51,0,1,7.6,523.52
175.78,578.55,38.73,4.26,51.52,4.81,0,0,23.68,597.22
375.68,554.3,37.44,6.44,48.44,4.62,0,1,15.78,702.24
263.89,569.1,22.0,2.28,106.85,4.93,1,1,3.78,620.86
303.08,416.45,35.81,8.59,48.7,2.29,1,0,23.27,354.96
246.87,414.24,24.56,5.9,107.65,2.1,1,1,12.01,503.66
466.44,436.01,12.35,3.85,76.44,5.19,1,1,3.98,651.55
466.46,105.47,11.34,5.36,100.24,3.15,1,1,21.46,349.23
317.06,217.49,40.66,2.97,102.27,5.43,0,1,21.17,392.11
445.07,212.42,14.08,3.68,86.17,3.25,0,0,23.48,422.35
431.35,486.2,36.65,2.73,99.52,0.81,1,1,17.4,649.79
384.59,168.7,23.64,5.14,97.37,0.96,1,0,15.87,505.28
658.98,466.76,17.61,4.25,116.77,0.93,0,0,20.34,852.38
299.09,297.33,18.27,4.13,55.39,1.62,1,1,12.85,372.09
401.72,220.89,27.93,9.02,94.36,4.42,1,1,23.8,315.1
354.11,550.01,42.95,3.67,77.12,4.72,1,0,19.4,655.11
355.39,237.12,29.7,2.8,74.75,4.38,0,0,1.73,334.1
419.13,482.2,28.01,2.38,76.79,1.78,1,1,6.8,673.66
364.67,474.3,22.63,1.07,121.86,5.17,0,1,5.02,535.25
296.75,275.77,14.67,3.87,54.94,0.73,0,0,1.42,385.73
414.91,249.48,14.4,6.75,85.71,1.92,1,0,18.86,344.91
541.88,81.83,29.21,6.84,73.16,3.96,1,1,5.92,279.07
513.13,320.8,24.03,9.92,111.27,2.84,1,1,7.3,499.33
424.37,172.37,21.25,9.25,64.83,5.69,1,1,13.93,373.38
311.75,85.66,18.19,2.28,83.04,5.78,1,1,23.57,109.79
422.37,400.21,37.23,8.66,113.27,4.47,1,1,6.59,490.57
530.16,145.29,44.63,1.81,113.67,1.13,1,1,2.14,599.62
542.94,239.25,19.71,4.88,85.64,5.32,1,0,19.63,662.36
443.16,451.49,35.82,5.52,89.92,3.63,1,0,13.19,753.54
356.28,467.42,15.51,9.51,105.38,3.42,0,1,14.42,546.07
375.67,575.03,34.9,6.12,87.54,2.23,1,0,4.91,724.83
492.65,552.22,19.37,8.24,70.31,4.16,1,1,2.51,836.74
482.36,347.87,40.92,9.75,53.68,2.97,1,0,24.76,733.33
189.08,571.67,15.0,8.42,94.55,2.53,1,1,18.94,633.78
479.03,258.0,28.49,2.99,61.87,3.73,0,0,4.0,521.7
485.35,366.28,34.18,2.92,95.91,4.31,0,0,5.12,357.25
293.54,363.0,15.07,3.95,63.27,0.54,0,0,4.32,427.65
308.2,91.58,35.3,8.72,95.28,0.58,0,0,3.45,105.59
309.14,98.4,41.44,7.02,74.84,3.34,1,1,24.25,336.37
318.37,203.79,35.72,4.79,71.54,0.92,0,1,18.98,487.2
229.99,564.27,21.89,3.89,141.08,1.58,0,0,17.01,704.63
437.57,550.22,20.08,4.1,82.41,5.14,0,0,13.9,610.78
305.71,411.02,10.36,6.58,123.12,1.06,0,0,20.67,300.25
391.55,114.61,34.5,1.06,45.36,0.96,1,0,15.31,327.86
340.29,575.31,44.05,2.51,71.16,1.7,0,0,23.28,629.75
430.62,114.36,39.82,8.23,120.02,3.35,1,0,24.05,478.57
278.73,342.96,14.04,2.51,76.24,3.04,1,1,1.65,268.13
429.43,402.64,39.46,8.53,105.64,2.2,1,1,18.22,594.14
446.77,449.06,31.23,3.9,47.09,1.22,0,1,16.37,826.5
499.31,561.27,13.28,9.68,87.84,4.19,1,1,12.91,661.02
636.13,258.68,33.07,2.57,76.84,4.85,0,0,13.8,464.28
148.95,274.53,12.32,1.38,102.11,2.14,1,1,12.65,277.3
438.44,362.61,10.96,8.34,64.67,4.39,1,0,2.86,673.74
314.9,209.7,35.57,3.31,66.2,1.81,1,0,17.21,326.67
168.99,364.92,38.65,2.08,102.53,2.73,1,0,22.59,416.27
501.0,260.94,22.54,9.02,88.89,5.16,1,1,7.21,430.55
559.86,563.23,14.28,6.98,117.76,1.46,0,1,12.46,663.92
353.0,240.15,25.15,1.36,59.4,2.81,0,0,22.06,292.02
425.31,409.67,29.92,2.39,102.26,1.47,1,1,21.2,647.76
392.31,280.46,29.41,7.67,83.01,4.77,0,0,12.64,365.53
452.1,592.67,34.86,8.98,49.41,1.78,0,1,18.71,699.38
505.66,543.72,39.75,5.36,90.13,2.58,0,0,12.22,667.19
441.39,245.37,44.13,9.69,68.14,3.85,1,0,20.23,441.93
441.49,82.93,26.54,4.77,81.49,4.87,0,1,9.17,373.08
551.17,234.03,20.6,9.43,42.69,3.73,0,0,22.03,456.75
380.24,336.69,21.08,3.87,56.0,0.36,1,0,17.69,474.22
510.77,254.88,17.36,5.69,114.2,5.59,0,0,12.58,612.13
301.36,422.46,32.49,1.31,104.73,1.9,0,1,14.04,568.24
592.85,252.46,24.91,7.42,69.95,4.82,1,1,20.22,627.64
488.54,250.69,33.52,6.82,100.85,1.96,0,1,3.16,536.69
351.55,545.87,17.38,3.84,59.97,0.85,0,1,2.23,707.84
146.25,231.2,31.97,1.36,60.0,1.66,0,0,11.5,272.44
399.96,387.92,40.98,9.36,77.16,4.62,1,1,18.23,429.89
258.18,350.61,39.63,5.07,82.06,1.52,1,0,21.26,407.05
435.96,214.64,44.23,6.18,56.65,4.36,1,1,7.53,480.3
574.14,157.9,26.75,4.47,81.29,0.56,1,0,8.48,503.66
419.21,264.22,14.99,4.47,110.16,0.95,0,0,1.25,448.18
378.64,245.79,19.0,2.76,115.47,0.85,1,0,4.85,446.47
441.06,266.98,38.49,5.46,67.61,4.72,0,0,19.16,629.1
434.28,502.65,25.23,9.07,78.41,0.46,1,0,21.14,711.12
116.46,357.47,34.86,9.88,56.83,5.92,1,0,15.13,509.98
428.91,586.39,34.23,7.89,84.31,1.93,0,0,8.22,643.51
474.43,237.2,33.74,9.82,36.1,1.72,1,0,18.27,386.42
368.88,209.0,11.01,6.63,101.42,4.51,0,0,24.28,545.16
517.43,102.82,33.69,2.7,96.04,3.27,1,1,24.32,435.85
384.68,528.63,31.73,8.82,91.06,5.7,1,1,3.1,742.9
492.04,328.5,19.86,8.68,103.37,3.65,0,1,17.31,612.28
672.77,233.78,10.76,5.11,57.04,2.69,0,0,23.41,449.23
388.43,94.52,23.69,6.31,113.96,0.95,0,1,2.12,226.6
166.94,403.91,28.85,5.89,101.5,4.38,1,0,20.09,438.32
359.61,235.18,36.11,6.45,78.68,5.91,0,1,1.53,245.98
192.89,418.61,39.78,7.58,117.67,4.27,0,1,10.6,413.12
473.35,138.22,42.55,7.45,96.97,2.74,0,0,16.03,453.1
557.12,349.35,17.83,8.35,92.72,1.99,1,1,3.69,582.33
483.51,151.23,17.56,2.49,87.53,0.5,1,0,10.82,495.71
438.44,420.15,26.01,5.93,97.8,2.16,1,1,13.46,489.11
322.61,462.91,20.84,1.98,108.32,2.51,1,0,19.62,612.19
589.08,496.7,13.88,7.21,36.83,5.71,1,1,7.48,661.11
490.39,492.5,43.85,8.54,56.07,2.88,0,0,7.46,569.49
434.14,536.48,34.02,7.06,89.69,1.34,1,0,19.16,782.87
424.58,528.1,35.57,6.51,88.19,4.9,1,1,6.45,741.44
413.4,501.27,37.3,3.72,63.22,0.83,0,1,5.24,811.23
454.27,209.73,13.65,9.02,100.67,4.81,1,1,5.35,562.24
326.4,535.28,41.01,4.74,43.07,5.84,1,1,19.65,445.87
583.03,332.59,32.8,9.58,111.57,5.33,1,1,20.35,726.89
418.28,150.31,17.41,9.73,108.33,5.26,0,0,10.47,347.69
472.01,501.02,26.06,3.22,73.56,5.35,0,0,4.61,656.67
347.97,501.46,21.0,7.54,86.06,3.36,1,0,7.5,507.59
444.99,307.95,42.72,2.0,75.16,0.59,0,0,20.85,364.93
126.19,451.06,27.17,9.14,80.74,3.27,1,0,10.5,276.22
265.8,136.12,41.96,2.18,106.87,1.23,0,0,8.95,190.73
396.23,143.23,20.86,2.15,103.18,3.09,0,0,3.38,481.27
241.3,287.12,41.3,8.51,89.8,4.98,1,0,8.8,238.64
692.73,203.08,35.86,2.73,42.63,0.96,1,1,19.7,682.62
199.83,529.88,42.39,5.21,133.09,4.05,0,1,4.81,589.01
441.51,529.57,18.16,2.83,99.43,3.62,1,1,20.72,650.64
598.69,152.77,21.47,6.71,81.4,4.03,1,1,6.05,444.46
457.75,241.71,41.64,7.33,127.49,5.71,1,1,9.09,365.92
362.77,314.3,10.45,4.76,65.21,4.97,1,1,14.72,337.1
333.74,144.12,14.37,7.61,66.41,5.32,0,0,6.42,342.52
480.79,142.1,11.61,1.96,130.22,4.85,1,0,11.49,496.11
303.97,326.83,37.82,8.72,97.96,1.38,1,0,13.49,629.03
385.66,395.7,44.07,7.57,91.47,0.54,1,0,5.88,548.34
482.94,167.68,35.15,2.4,99.52,2.46,1,0,1.72,281.18
363.05,159.77,42.23,2.87,103.72,4.18,1,0,12.49,366.14
410.5,443.82,42.31,4.25,77.47,0.39,0,1,17.71,555.38
363.51,556.65,34.35,6.87,54.6,1.44,0,1,10.69,694.4
283.62,80.65,31.39,7.32,121.39,4.57,1,0,24.06,253.24
542.7,477.87,22.68,9.42,96.35,1.43,0,0,6.27,626.14
567.17,85.72,27.16,4.04,110.85,4.06,1,0,15.94,403.45
362.0,569.29,28.03,4.65,67.02,1.97,0,1,5.4,509.69
368.13,260.59,43.19,7.32,98.55,1.77,1,0,7.02,270.36
378.65,480.12,10.98,4.28,41.55,3.73,0,1,12.06,703.75
464.66,351.73,41.19,7.13,69.85,1.05,0,0,2.92,477.22
291.36,271.52,15.44,6.02,85.82,2.1,0,1,16.87,370.9
389.38,280.96,34.79,2.3,87.62,4.95,0,1,16.9,580.87
431.56,436.46,29.52,4.72,122.74,2.93,1,0,2.68,523.78
477.05,539.15,11.05,1.33,53.95,3.2,1,0,13.72,881.98
66.3,500.27,13.1,8.22,87.07,2.89,0,0,15.07,396.75
448.41,259.21,16.3,9.46,96.51,1.82,0,1,24.59,364.88
441.5,476.43,22.33,8.92,115.56,0.36,1,0,9.07,804.07
520.93,168.1,10.94,4.64,45.53,1.31,0,0,3.25,454.55
336.85,80.48,23.3,2.74,103.19,4.45,1,0,5.09,102.06
337.8,438.35,11.65,4.56,102.75,3.01,1,0,22.95,469.98
544.3,123.77,36.45,3.39,34.28,5.19,0,0,24.18,508.82
212.42,289.94,38.89,9.54,116.31,3.89,0,0,15.09,453.7
595.49,505.86,29.43,6.56,131.54,4.89,0,1,10.76,808.71
706.71,279.99,16.06,5.45,76.7,3.94,1,0,6.76,610.06
457.29,107.45,34.25,5.94,132.49,0.64,0,1,12.87,346.06
497.69,89.33,14.33,2.31,94.86,3.91,0,1,14.67,364.26
221.25,551.71,43.48,9.22,37.89,0.4,0,0,3.7,508.49
