ConsumoProm_kWh,DemandaMax_kW,FactorCarga,HorasPico_Mes,TemperaturaMedia_C,UsoHVAC_%,UsoProceso_%,EmisionesCO2_tn,TipoCliente
475.36,66.83,0.21,189.0,11.03,63.4,57.2,3.19,Residencial
376.07,65.33,0.28,51.1,31.4,70.6,40.3,4.39,Comercial
228.1,47.12,0.57,72.3,13.93,43.4,39.5,3.48,Residencial
289.66,54.81,0.83,20.4,10.58,68.0,49.6,3.31,Comercial
349.35,92.43,0.22,83.0,23.2,73.1,34.9,3.67,Industrial
342.51,76.12,0.62,115.3,37.25,21.1,57.7,4.64,Industrial
26.26,71.4,0.58,149.0,30.93,47.1,56.6,0.69,Industrial
481.01,79.15,0.79,78.8,38.56,40.2,33.1,3.23,Industrial
434.35,99.0,0.67,61.7,28.26,56.9,23.1,1.31,Comercial
340.14,79.46,0.84,84.1,33.68,53.7,61.3,6.64,Residencial
450.87,92.43,0.66,90.1,38.53,36.5,53.3,1.9,Residencial
424.91,83.79,0.59,91.3,16.63,21.5,10.1,1.63,Industrial
370.55,89.32,0.7,134.3,31.2,78.5,38.3,0.35,Industrial
375.22,106.35,0.28,128.8,25.82,83.8,71.8,3.83,Residencial
352.18,58.56,0.26,37.3,10.19,52.2,57.1,2.78,Industrial
462.36,113.07,0.34,39.2,36.25,19.7,10.2,0.94,Comercial
394.27,52.06,0.67,122.5,35.25,75.0,15.4,4.88,Industrial
518.43,50.46,0.32,79.0,20.47,67.1,39.2,2.35,Industrial
394.34,108.19,0.36,129.5,14.89,66.0,30.0,4.41,Industrial
352.0,55.96,0.93,43.8,15.99,42.1,55.3,3.32,Industrial
486.95,110.75,0.69,192.7,23.52,48.9,65.8,1.47,Industrial
398.59,89.31,0.43,73.0,37.34,12.7,33.0,5.43,Comercial
342.06,79.19,0.25,65.1,25.13,25.7,21.8,1.85,Industrial
293.98,70.13,0.68,178.9,28.28,47.9,29.9,0.28,Residencial
567.74,121.32,0.67,118.0,25.12,16.7,58.6,1.3,Industrial
521.97,57.11,0.57,104.0,10.53,78.2,63.1,1.96,Industrial
436.74,127.66,0.63,97.3,22.26,73.9,70.8,2.5,Comercial
300.01,73.48,0.42,153.9,25.17,20.9,5.4,2.73,Comercial
736.12,110.26,0.54,129.9,31.35,67.2,74.0,1.7,Industrial
633.57,109.14,0.68,93.8,11.32,55.8,44.6,1.19,Comercial
580.03,69.29,0.54,135.8,14.87,88.1,76.8,4.18,Industrial
479.21,112.62,0.45,85.2,29.36,33.0,44.2,4.21,Comercial
382.82,96.56,0.21,24.5,13.31,59.6,46.5,5.35,Residencial
520.9,92.35,0.32,139.9,37.11,13.0,68.0,3.51,Comercial
460.4,89.07,0.71,69.0,39.32,74.2,7.7,6.33,Residencial
463.11,27.28,0.43,136.9,20.9,73.7,66.8,2.53,Comercial
359.77,78.45,0.8,160.4,37.62,28.2,32.7,3.24,Comercial
419.03,44.38,0.9,50.6,23.47,20.5,31.9,6.59,Residencial
326.75,71.81,0.23,68.4,35.35,71.6,61.1,6.4,Comercial
536.11,74.9,0.3,96.6,28.95,51.3,13.8,5.52,Comercial
389.73,40.13,0.79,104.0,34.1,36.7,69.2,2.35,Comercial
729.54,88.26,0.59,101.3,12.79,33.5,26.5,3.62,Comercial
345.04,78.2,0.83,56.2,11.11,50.8,19.0,6.15,Industrial
443.55,83.02,0.73,161.3,27.91,41.1,70.8,1.08,Industrial
666.49,49.69,0.56,160.7,31.23,50.6,21.1,5.58,Industrial
299.11,50.97,0.49,92.2,33.0,18.7,59.2,0.25,Industrial
584.8,118.22,0.84,176.6,28.66,56.7,31.1,3.81,Comercial
281.64,114.99,0.51,36.9,35.47,33.3,74.0,1.7,Comercial
432.69,114.62,0.27,66.7,24.41,21.7,66.2,2.96,Comercial
408.88,106.37,0.24,30.8,17.8,69.7,56.4,0.52,Industrial
396.1,114.61,0.39,131.0,14.03,10.9,33.4,2.16,Industrial
630.31,120.51,0.57,183.9,29.57,86.7,20.0,4.99,Comercial
607.26,44.44,0.34,89.7,25.98,15.2,47.1,3.55,Residencial
520.62,54.84,0.65,66.7,33.41,29.3,56.9,5.92,Comercial
408.52,98.68,0.68,83.1,29.82,30.9,26.3,3.51,Comercial
186.47,100.14,0.87,93.0,11.36,42.7,66.2,1.1,Residencial
517.63,86.63,0.83,174.6,11.53,31.8,12.1,3.07,Comercial
416.19,89.02,0.39,32.2,36.84,73.6,79.7,6.29,Residencial
314.1,102.46,0.22,195.1,38.13,70.6,31.9,2.97,Residencial
453.3,54.43,0.44,132.4,37.56,29.0,23.2,2.65,Comercial
451.05,74.07,0.4,161.5,15.98,47.9,32.0,6.59,Industrial
397.03,66.06,0.92,37.7,16.69,36.7,59.5,3.46,Industrial
481.3,107.09,0.3,161.3,12.34,66.8,25.5,3.51,Comercial
748.44,77.71,0.65,149.6,10.24,42.9,74.5,4.57,Industrial
373.73,92.21,0.8,187.6,13.19,67.9,49.1,2.76,Comercial
576.2,79.63,0.58,125.8,24.43,44.7,46.6,4.25,Industrial
744.06,96.48,0.52,114.7,16.53,62.5,12.7,5.32,Comercial
486.15,129.33,0.64,45.1,22.05,75.7,52.7,5.4,Industrial
457.79,91.01,0.63,39.1,25.76,12.9,69.5,3.52,Comercial
572.03,51.78,0.35,60.7,38.36,46.9,51.4,1.12,Residencial
434.17,54.04,0.53,195.8,15.06,16.6,49.0,1.75,Comercial
478.44,57.26,0.27,121.6,27.41,47.1,25.6,1.37,Comercial
234.38,102.25,0.71,38.7,22.24,23.5,58.1,6.11,Industrial
410.31,78.21,0.4,21.3,24.48,44.9,74.5,4.82,Industrial
621.21,72.76,0.24,170.7,24.61,37.8,69.3,1.77,Comercial
432.64,75.75,0.65,141.1,13.77,47.7,18.0,1.86,Residencial
698.73,94.54,0.26,162.9,13.25,52.3,17.4,6.98,Comercial
433.39,81.98,0.53,92.2,37.71,27.8,35.4,2.32,Comercial
536.63,98.54,0.43,107.7,38.24,17.8,64.9,4.87,Industrial
312.02,92.69,0.91,47.8,11.23,14.1,48.5,2.28,Comercial
395.99,87.46,0.85,135.2,20.48,43.6,75.2,6.09,Industrial
370.59,96.37,0.7,78.1,39.77,41.0,9.7,3.56,Comercial
434.51,80.84,0.67,24.7,13.21,44.9,29.8,5.56,Residencial
518.27,91.11,0.51,23.7,26.93,78.1,32.9,3.2,Comercial
345.77,80.37,0.66,105.9,37.58,42.6,79.7,5.87,Industrial
258.57,69.61,0.72,157.6,25.22,58.5,30.3,6.66,Industrial
428.49,59.69,0.76,21.5,20.38,63.1,18.0,4.94,Industrial
519.37,79.69,0.68,186.3,34.24,10.0,15.3,3.03,Industrial
636.76,100.24,0.44,64.1,34.5,55.2,39.4,3.01,Industrial
253.84,56.41,0.68,84.6,11.05,40.5,34.6,6.25,Comercial
161.94,100.95,0.7,22.4,13.31,64.3,46.8,6.7,Comercial
348.41,91.86,0.85,119.4,29.85,61.0,55.4,1.14,Industrial
608.0,121.61,0.24,187.3,31.73,14.9,67.4,0.27,Comercial
257.58,81.59,0.49,189.3,10.97,15.5,34.4,0.96,Industrial
344.56,96.03,0.28,141.8,10.24,31.2,65.0,0.46,Residencial
644.09,61.3,0.94,130.1,10.25,36.7,16.8,0.28,Industrial
380.39,97.52,0.69,148.3,28.46,46.8,64.5,3.02,Industrial
415.98,97.74,0.26,183.7,10.2,51.4,41.3,5.73,Industrial
448.73,130.89,0.35,33.7,29.19,19.2,45.4,4.56,Comercial
529.31,84.31,0.94,60.6,21.21,47.4,57.9,4.44,Residencial
399.38,73.16,0.77,161.6,10.76,53.9,22.8,2.0,Industrial
163.03,88.47,0.21,159.6,17.45,19.7,13.8,3.95,Comercial
403.84,85.33,0.25,20.6,21.34,67.6,55.0,0.81,Residencial
470.38,84.13,0.77,133.1,22.48,16.0,38.0,0.67,Comercial
22.51,70.53,0.8,146.9,20.57,55.8,70.0,6.77,Comercial
596.86,78.9,0.4,134.6,14.44,40.6,50.0,6.17,Comercial
390.89,104.65,0.91,39.9,15.52,36.1,65.2,6.2,Residencial
187.82,77.3,0.28,72.5,21.28,68.5,12.7,5.39,Industrial
355.3,84.14,0.81,198.5,22.22,45.6,64.6,2.4,Industrial
664.05,100.51,0.88,69.7,25.69,55.6,42.6,0.82,Comercial
530.62,81.74,0.63,155.8,34.56,86.7,66.9,3.83,Industrial
442.47,56.83,0.3,81.0,24.98,18.2,12.4,1.32,Industrial
405.16,113.92,0.5,134.1,10.77,86.5,14.5,6.15,Industrial
112.58,59.46,0.92,117.8,25.89,21.0,34.2,6.8,Comercial
413.41,65.17,0.44,35.4,23.57,39.1,44.8,1.44,Industrial
559.74,94.29,0.75,69.6,10.34,68.3,78.3,0.27,Industrial
299.9,65.19,0.77,164.2,17.3,40.4,44.7,0.98,Industrial
500.03,61.07,0.92,152.3,29.28,35.7,41.6,1.38,Comercial
311.17,68.13,0.87,160.2,19.13,49.3,51.1,3.17,Comercial
504.33,93.86,0.43,156.0,18.23,11.4,13.2,3.81,Industrial
234.21,86.28,0.85,28.8,30.68,34.1,27.5,0.34,Industrial
472.11,77.3,0.3,52.5,19.91,49.7,73.3,5.32,Residencial
229.94,126.7,0.81,155.6,29.95,42.0,66.6,6.45,Industrial
200.72,96.89,0.65,53.4,25.42,80.1,30.7,3.35,Residencial
353.48,80.59,0.67,158.3,13.46,37.5,69.4,6.52,Comercial
377.2,65.85,0.35,114.4,15.91,23.1,25.1,5.01,Comercial
435.53,88.51,0.63,85.3,10.61,66.9,47.8,5.95,Industrial
284.41,93.62,0.45,66.7,32.94,56.5,62.5,0.3,Residencial
353.27,53.16,0.68,37.3,19.06,72.3,11.0,3.23,Comercial
411.0,107.9,0.65,183.0,16.61,42.8,59.7,5.34,Industrial
579.32,87.51,0.46,195.6,28.04,45.6,59.3,3.72,Industrial
575.92,88.61,0.78,172.6,25.92,80.7,71.7,0.85,Comercial
435.23,99.68,0.64,132.8,14.16,18.1,40.4,4.05,Residencial
626.53,84.62,0.33,166.1,20.9,20.1,32.2,0.62,Industrial
409.29,60.36,0.89,198.4,13.63,80.5,39.4,4.06,Residencial
729.67,108.72,0.66,81.4,31.45,12.6,19.2,6.62,Industrial
617.13,109.38,0.39,193.3,15.96,27.8,28.0,2.21,Industrial
358.67,68.12,0.29,36.7,30.24,63.1,51.2,4.14,Residencial
332.14,83.03,0.34,104.0,26.83,11.6,73.6,6.37,Residencial
385.64,56.01,0.95,152.5,33.3,56.2,45.1,4.63,Residencial
572.54,121.07,0.54,43.3,13.64,78.8,54.9,4.75,Comercial
308.55,79.33,0.52,35.3,38.91,10.7,76.9,3.96,Comercial
503.02,96.97,0.35,67.3,13.53,87.7,63.7,2.91,Residencial
462.25,77.04,0.8,139.0,32.56,88.5,45.7,1.69,Industrial
605.82,94.67,0.36,157.6,20.94,38.0,20.8,4.32,Comercial
285.67,92.01,0.55,104.8,23.61,39.1,74.2,2.65,Residencial
371.94,114.82,0.51,106.1,14.91,64.3,65.8,5.07,Comercial
307.71,61.12,0.51,157.5,17.84,43.2,67.7,5.46,Residencial
579.16,58.49,0.82,123.3,30.83,60.5,43.6,4.31,Comercial
712.66,92.45,0.5,43.5,35.1,19.4,62.5,4.03,Comercial
515.0,79.28,0.78,155.2,20.62,64.1,45.1,6.34,Comercial
544.83,77.24,0.39,124.4,22.89,59.5,63.8,1.18,Comercial
326.17,70.86,0.85,97.8,39.95,16.0,6.9,3.6,Industrial
597.79,88.88,0.28,116.1,36.5,16.5,68.2,3.81,Comercial
297.95,69.57,0.76,177.1,35.57,20.4,70.7,0.66,Comercial
422.93,63.69,0.9,101.6,24.1,47.9,78.3,3.45,Residencial
327.48,82.4,0.78,132.1,35.19,33.0,34.8,5.48,Residencial
377.47,32.12,0.36,27.1,39.48,86.4,74.4,0.96,Industrial
497.96,62.82,0.42,180.2,33.75,76.4,20.6,0.73,Comercial
613.47,88.57,0.28,192.4,39.33,36.8,18.2,6.82,Comercial
262.44,99.3,0.28,24.3,17.71,74.8,21.7,3.35,Residencial
311.09,79.17,0.62,40.8,36.66,35.5,21.3,0.65,Comercial
452.54,73.68,0.57,155.5,14.53,48.6,75.5,5.36,Comercial
411.15,65.31,0.86,126.9,34.22,16.4,51.0,4.68,Industrial
464.36,88.51,0.3,159.1,29.3,42.0,44.1,1.87,Residencial
320.65,75.64,0.85,108.0,27.42,71.9,49.2,1.09,Comercial
341.75,55.85,0.8,160.9,16.19,45.0,52.4,3.4,Comercial
277.23,106.52,0.35,96.2,30.06,12.6,9.8,5.45,Industrial
483.09,114.25,0.24,26.9,25.87,46.2,68.1,3.23,Comercial
342.35,115.68,0.28,82.2,17.58,78.4,36.6,0.63,Residencial
511.75,101.56,0.51,34.5,37.84,16.3,71.7,2.0,Industrial
518.74,83.38,0.22,183.2,32.4,89.8,66.3,1.46,Residencial
451.32,89.41,0.89,166.9,24.92,75.2,68.1,3.09,Residencial
591.28,65.14,0.79,171.7,22.44,47.3,28.0,5.67,Residencial
524.48,40.59,0.95,21.2,34.54,59.2,66.8,2.93,Industrial
607.86,64.38,0.85,102.5,14.39,53.5,74.0,1.69,Industrial
312.73,28.43,0.62,171.9,17.53,57.9,12.1,5.07,Industrial
558.83,81.32,0.23,64.3,36.16,12.6,70.8,6.49,Industrial
465.86,84.55,0.33,148.4,10.23,19.8,48.4,3.94,Industrial
404.98,119.58,0.57,30.7,21.42,35.1,41.5,5.92,Residencial
670.11,81.46,0.49,152.7,22.52,78.0,76.5,1.95,Industrial
318.08,49.67,0.7,110.4,19.02,52.9,76.5,0.46,Residencial
423.64,74.24,0.31,108.1,22.63,33.0,23.3,5.92,Industrial
446.91,83.52,0.5,188.2,35.42,70.6,56.3,4.67,Industrial
388.98,99.21,0.93,130.6,35.22,39.7,69.0,0.51,Industrial
533.94,92.16,0.48,41.7,25.92,49.9,27.6,0.51,Comercial
645.21,100.86,0.89,75.8,12.76,10.5,59.5,5.84,Comercial
572.7,87.54,0.67,35.8,13.74,39.6,64.7,4.54,Industrial
261.05,92.6,0.81,194.7,39.63,19.7,62.2,1.36,Industrial
309.01,63.12,0.54,25.1,13.56,23.2,8.5,0.75,Industrial
554.22,86.65,0.38,172.9,32.73,19.6,12.7,2.13,Residencial
290.38,95.72,0.78,168.6,30.01,58.4,59.2,1.05,Industrial
406.92,98.09,0.55,192.0,18.21,75.8,27.9,1.13,Industrial
272.01,66.04,0.8,184.0,30.31,74.4,53.7,3.33,Residencial
135.47,105.98,0.31,163.2,32.23,26.4,33.0,6.42,Residencial
167.99,101.59,0.7,86.3,16.54,27.2,76.5,0.95,Comercial
323.19,84.04,0.49,132.0,34.4,44.6,8.2,3.59,Residencial
511.62,74.51,0.61,74.7,36.61,20.8,33.1,5.23,Residencial
440.92,86.5,0.38,142.4,35.6,48.9,44.6,4.71,Industrial
459.16,75.12,0.32,127.7,26.81,11.4,67.1,3.64,Residencial
478.88,92.65,0.75,81.0,24.41,66.5,62.6,4.47,Industrial
409.63,69.92,0.22,185.7,19.37,55.4,8.5,0.43,Comercial
578.5,66.35,0.48,125.8,36.11,88.3,39.6,1.35,Industrial
439.83,53.22,0.41,194.1,24.12,15.8,31.3,6.45,Residencial
442.26,109.5,0.64,176.6,26.27,40.4,54.9,1.14,Residencial
649.78,78.99,0.62,168.2,37.45,60.9,58.1,3.75,Industrial
375.69,101.51,0.23,144.5,12.73,27.3,60.2,3.31,Industrial
455.73,34.79,0.72,67.1,35.33,39.3,49.5,4.41,Industrial
455.68,91.6,0.91,180.3,23.98,86.3,48.0,6.75,Residencial
609.68,77.42,0.3,196.8,11.91,12.4,33.0,5.88,Industrial
582.06,76.81,0.46,85.0,25.7,11.2,77.2,1.02,Industrial
266.08,146.66,0.51,89.0,27.03,82.2,29.3,4.54,Comercial
298.74,23.68,0.83,99.5,33.6,11.0,59.8,2.51,Residencial
432.45,128.12,0.5,93.3,31.83,88.9,25.8,0.88,Comercial
437.09,101.02,0.33,75.8,38.79,69.9,42.7,5.51,Industrial
686.68,47.07,0.47,53.3,11.59,16.3,27.7,6.33,Comercial
512.24,104.01,0.27,43.3,35.04,29.6,63.1,4.56,Industrial
419.07,100.56,0.44,46.9,16.33,42.6,9.0,4.19,Residencial
511.86,88.92,0.61,167.5,26.18,26.3,54.7,1.44,Residencial
225.79,71.11,0.65,73.5,28.8,21.9,76.0,5.39,Industrial
473.39,57.18,0.82,197.3,29.0,69.7,19.4,0.61,Industrial
506.07,65.44,0.54,175.7,14.78,62.9,69.4,4.61,Residencial
128.81,74.78,0.78,20.1,34.15,32.0,24.2,3.77,Residencial
292.15,114.64,0.93,197.5,31.72,74.4,67.9,5.59,Comercial
398.84,77.21,0.21,68.6,35.98,73.0,21.6,3.82,Residencial
285.66,94.04,0.21,144.1,30.4,81.0,75.8,2.62,Comercial
408.46,117.36,0.81,58.9,28.0,22.0,31.1,6.01,Residencial
415.59,84.25,0.21,159.9,27.99,62.7,76.6,4.41,Comercial
221.73,88.23,0.26,80.9,38.01,15.2,34.4,6.93,Industrial
419.86,91.66,0.37,160.5,25.74,24.4,33.0,5.72,Comercial
490.08,98.19,0.94,171.8,22.23,83.0,17.6,3.57,Comercial
628.96,79.04,0.54,179.3,18.77,65.3,47.8,3.56,Industrial
212.92,107.13,0.48,44.9,22.87,13.0,20.1,5.13,Residencial
278.08,92.84,0.53,82.3,11.51,49.6,35.4,2.22,Residencial
493.57,77.74,0.29,44.2,25.68,63.8,14.8,6.29,Residencial
694.13,62.39,0.25,118.4,15.34,87.2,75.6,6.23,Industrial
348.1,109.47,0.4,168.6,34.85,15.8,64.0,5.71,Comercial
440.14,84.77,0.74,110.3,39.35,31.9,69.6,0.57,Comercial
350.4,87.71,0.58,128.1,18.39,37.1,77.8,2.36,Comercial
120.55,82.82,0.79,163.9,20.6,62.0,67.5,4.68,Comercial
281.37,79.81,0.87,41.3,23.66,66.4,29.8,5.81,Industrial
531.44,57.25,0.27,116.9,20.36,67.5,12.8,0.9,Industrial
392.31,76.06,0.52,170.5,39.89,20.9,55.3,0.48,Industrial
360.84,105.61,0.95,105.9,12.53,81.6,27.7,0.32,Industrial
397.78,70.43,0.45,25.3,36.63,53.4,30.4,4.64,Residencial
352.41,81.5,0.75,109.2,32.79,10.6,78.3,3.78,Comercial
194.78,60.85,0.45,144.6,21.71,77.0,43.0,1.54,Residencial
241.55,90.38,0.22,33.6,38.41,26.9,5.3,2.9,Industrial
377.06,87.73,0.8,175.5,16.39,52.4,70.6,6.54,Industrial
364.72,88.8,0.61,136.9,36.68,72.0,12.7,3.54,Comercial
193.75,80.76,0.23,116.1,16.44,67.9,45.3,3.33,Comercial
508.29,63.67,0.88,63.3,21.46,81.3,74.0,5.76,Residencial
536.71,99.38,0.54,180.6,16.9,27.9,29.0,0.32,Industrial
547.92,87.49,0.94,109.3,18.32,38.5,47.7,0.45,Comercial
435.37,85.74,0.27,24.3,17.38,29.5,15.9,5.36,Industrial
570.66,118.16,0.27,62.0,33.04,54.8,8.6,5.98,Comercial
364.8,34.86,0.55,138.8,19.05,87.0,19.9,4.17,Industrial
240.74,81.63,0.49,47.4,36.69,26.8,24.0,2.5,Comercial
287.8,119.72,0.79,66.6,20.53,51.6,25.0,2.72,Comercial
734.15,99.64,0.59,38.2,30.42,25.1,31.1,0.75,Comercial
352.91,83.02,0.4,40.9,38.82,53.0,41.9,2.85,Industrial
264.37,81.14,0.7,52.1,12.01,24.6,29.7,0.66,Industrial
417.25,63.8,0.83,50.2,28.9,49.1,17.1,1.14,Industrial
569.44,76.0,0.34,55.1,17.86,52.1,79.8,4.52,Industrial
486.88,128.27,0.24,42.9,22.73,11.0,27.0,0.96,Industrial
425.15,77.08,0.22,138.8,38.83,54.0,61.7,2.42,Industrial
540.76,84.45,0.34,28.9,15.4,14.8,14.2,5.11,Industrial
428.6,73.24,0.66,160.2,34.98,17.7,57.2,4.31,Comercial
258.95,67.1,0.9,108.9,19.52,70.3,30.0,0.74,Comercial
304.52,114.55,0.58,68.0,24.79,61.6,11.4,0.42,Comercial
521.5,71.32,0.53,58.2,13.74,45.2,33.3,2.7,Residencial
230.35,130.67,0.84,136.3,27.19,23.3,54.4,2.94,Industrial
353.12,54.57,0.59,109.0,26.47,87.4,37.0,2.84,Comercial
514.78,67.31,0.44,53.2,26.92,43.0,34.5,1.42,Comercial
336.99,90.16,0.94,190.8,23.29,47.8,64.4,0.51,Residencial
582.75,100.31,0.57,138.1,20.57,60.6,28.7,5.61,Residencial
328.26,76.15,0.44,112.2,15.44,60.4,8.0,6.42,Industrial
312.75,85.8,0.66,148.8,20.21,37.9,75.9,1.24,Comercial
607.99,92.16,0.83,115.6,12.62,15.4,11.1,3.92,Industrial
226.53,89.97,0.77,176.7,33.29,19.0,61.1,1.06,Industrial
64.23,73.31,0.63,165.8,28.8,74.4,66.9,1.48,Industrial
302.61,103.74,0.24,166.8,26.96,63.8,42.9,3.02,Comercial
412.31,87.49,0.75,75.5,28.89,15.7,44.3,3.23,Industrial
426.0,56.61,0.62,138.8,20.41,87.4,54.5,2.19,Industrial
546.59,81.96,0.4,70.7,35.42,32.8,61.4,2.19,Comercial
415.42,99.48,0.23,63.8,16.93,19.5,27.7,5.09,Industrial
264.74,73.63,0.39,80.0,34.27,59.6,45.5,6.91,Industrial
363.54,70.66,0.65,46.8,39.85,66.6,6.7,6.71,Comercial
281.98,110.01,0.6,86.2,27.61,10.4,46.4,6.05,Comercial
323.26,116.26,0.53,177.0,32.43,39.7,30.0,4.79,Comercial
525.56,106.64,0.52,175.8,18.96,42.8,48.7,1.09,Comercial
413.24,82.92,0.59,85.8,38.02,46.2,59.0,2.29,Comercial
432.63,87.64,0.66,85.0,21.23,60.4,12.3,0.4,Comercial
652.08,102.61,0.43,94.4,34.93,81.6,24.6,2.5,Industrial
449.86,77.67,0.85,75.5,33.35,86.2,53.6,5.34,Comercial
257.74,46.06,0.54,105.8,32.39,73.8,70.8,2.16,Comercial
318.36,126.33,0.94,129.6,12.13,89.4,69.4,0.56,Comercial
427.94,72.83,0.38,76.6,11.49,69.5,72.7,3.8,Industrial
208.91,86.49,0.58,24.0,32.46,82.7,66.7,5.69,Residencial
574.63,81.62,0.52,107.0,22.58,37.1,46.6,4.83,Comercial
311.6,90.82,0.71,147.3,28.14,67.2,13.0,3.5,Residencial
252.24,77.45,0.34,193.2,38.32,14.5,22.3,4.77,Comercial
438.82,115.78,0.89,118.5,39.26,54.8,39.3,3.32,Residencial
659.65,68.68,0.82,189.0,21.84,66.7,19.1,6.39,Comercial
482.56,73.16,0.57,91.9,15.55,87.5,58.3,6.62,Industrial
582.89,95.39,0.37,189.9,22.16,23.8,77.2,1.81,Industrial
441.0,71.12,0.66,152.8,40.0,26.4,38.4,3.77,Industrial
363.45,102.45,0.24,63.9,29.3,19.9,67.7,3.49,Industrial
404.06,36.77,0.67,193.5,26.7,17.2,45.7,6.9,Comercial
463.46,114.35,0.67,78.9,24.75,87.7,34.0,6.18,Industrial
512.48,95.94,0.43,167.8,14.23,30.2,50.4,0.59,Comercial
286.84,59.39,0.43,98.1,27.62,86.0,56.2,3.96,Comercial
336.55,103.0,0.5,79.8,10.57,30.2,11.5,3.35,Residencial
565.16,87.78,0.55,69.4,34.63,89.7,5.1,1.92,Residencial
656.89,80.71,0.77,55.9,36.63,46.3,25.7,2.45,Residencial
665.17,119.85,0.94,186.5,38.41,47.6,21.6,6.08,Residencial
772.18,61.73,0.63,70.8,39.8,78.4,19.0,3.76,Industrial
611.72,68.68,0.63,95.8,30.81,58.4,22.6,2.55,Industrial
126.56,61.8,0.71,69.6,23.42,53.3,71.6,3.04,Comercial
585.35,59.44,0.88,45.6,10.5,10.4,56.9,1.79,Comercial
291.45,107.59,0.36,139.5,23.29,39.1,29.1,4.53,Comercial
503.62,50.79,0.44,43.5,36.73,37.0,60.5,3.4,Industrial
276.19,85.62,0.36,164.3,15.62,43.7,78.5,0.74,Comercial
464.39,39.72,0.3,20.6,20.89,78.0,52.5,2.67,Comercial
495.93,100.97,0.28,105.8,12.72,58.6,56.9,0.92,Industrial
517.43,65.42,0.78,166.0,29.58,23.2,18.6,5.43,Residencial
230.34,65.03,0.53,100.2,17.01,69.6,70.5,4.31,Comercial
511.01,108.33,0.89,113.2,38.48,54.1,49.2,2.41,Industrial
483.56,97.9,0.57,179.7,38.4,45.9,51.5,4.31,Residencial
301.64,81.73,0.34,57.5,14.32,53.8,79.6,6.16,Comercial
693.37,58.1,0.51,80.2,27.89,60.7,61.1,2.63,Residencial
472.84,91.98,0.34,194.5,15.7,26.3,7.1,2.02,Residencial
338.13,104.23,0.72,140.6,13.68,78.4,68.7,1.4,Comercial
377.76,52.51,0.9,113.7,14.14,86.2,8.5,1.54,Industrial
524.3,99.86,0.55,80.4,13.72,76.7,44.1,0.44,Comercial
254.35,98.38,0.21,190.6,39.93,15.6,73.4,4.47,Industrial
225.9,119.62,0.45,183.7,36.81,40.4,15.3,6.25,Comercial
477.4,66.45,0.77,178.7,18.61,31.8,45.4,0.22,Industrial
269.94,86.89,0.8,119.8,16.29,55.3,51.3,4.93,Comercial
798.6,86.96,0.87,75.4,35.95,44.6,68.7,2.85,Comercial
543.43,61.22,0.28,181.7,31.41,38.5,6.5,0.58,Comercial
553.33,73.06,0.64,166.2,26.3,80.7,6.3,3.01,Comercial
572.97,87.88,0.94,166.6,11.22,10.2,70.9,0.72,Comercial
438.85,81.49,0.2,146.7,32.31,89.5,6.8,1.06,Industrial
293.39,82.71,0.54,140.6,19.43,69.4,60.2,0.29,Comercial
326.13,101.85,0.51,184.5,16.93,86.1,40.5,6.21,Comercial
539.6,91.64,0.46,30.8,38.59,46.5,76.8,4.11,Comercial
336.11,57.69,0.42,108.3,30.03,83.1,60.1,4.19,Industrial
249.6,78.15,0.54,43.6,16.08,23.9,57.5,3.52,Comercial
539.14,122.38,0.68,41.4,31.85,45.4,34.2,2.01,Comercial
642.99,99.78,0.36,118.0,28.19,55.6,45.3,5.49,Residencial
252.87,72.58,0.87,116.9,36.21,18.2,12.9,2.79,Residencial
507.63,73.67,0.78,194.2,16.7,15.0,21.0,5.94,Industrial
447.32,67.3,0.61,47.2,24.58,74.6,53.6,2.32,Industrial
526.61,97.38,0.26,72.6,18.91,74.3,54.5,0.64,Industrial
448.99,100.82,0.74,133.1,32.51,73.4,9.0,3.57,Residencial
495.16,86.6,0.48,183.0,30.96,35.7,40.1,6.47,Residencial
463.08,78.56,0.29,176.5,15.53,50.5,29.5,4.47,Industrial
586.55,98.15,0.58,181.0,35.91,32.0,43.8,6.18,Residencial
486.54,63.16,0.73,33.8,34.54,81.9,34.2,3.64,Comercial
368.91,95.42,0.4,46.0,24.02,31.2,70.2,1.48,Comercial
135.16,84.76,0.58,116.4,28.1,61.4,48.3,5.09,Comercial
472.98,98.62,0.21,51.1,27.89,69.6,41.8,6.92,Comercial
344.34,50.66,0.78,105.8,34.65,51.5,38.3,1.1,Comercial
290.31,101.91,0.73,93.4,25.56,86.2,31.2,4.19,Residencial
327.61,90.9,0.43,185.0,28.05,63.8,40.8,0.24,Comercial
492.86,79.33,0.9,192.1,35.9,60.8,28.0,6.17,Comercial
655.34,86.9,0.23,167.2,12.24,59.9,47.1,1.77,Residencial
636.5,56.43,0.54,51.4,11.94,27.3,42.1,2.48,Comercial
662.31,86.12,0.28,57.3,17.82,68.6,12.4,5.89,Comercial
479.18,116.37,0.91,90.6,13.25,53.9,79.6,5.86,Industrial
351.68,105.26,0.89,117.8,21.71,83.8,37.2,3.8,Comercial
375.17,83.21,0.61,73.0,34.9,43.8,15.2,5.62,Comercial
386.48,73.08,0.82,104.2,13.3,49.0,18.0,2.55,Comercial
504.22,62.48,0.89,23.0,22.37,83.1,74.0,0.78,Industrial
