solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,panel_temp_c,inverter_efficiency,load_demand_kw,grid_voltage_kv,battery_soc_pct,tariff_rate_usd_kwh,grid_stress_event
574.26,8.55,33.38,80.65,49.11,0.98,314.28,12.99,51.28,0.16,0
849.55,6.51,22.02,59.1,42.13,0.97,544.75,12.07,32.77,0.11,1
552.58,10.46,25.01,92.01,38.79,0.98,517.38,13.33,48.83,0.2,1
491.71,2.7,17.09,38.1,28.52,0.98,519.97,13.03,81.54,0.14,1
309.73,2.01,25.04,47.02,30.3,0.99,452.24,13.86,65.14,0.13,0
876.38,5.7,26.11,53.47,47.27,0.98,454.47,13.41,37.25,0.14,1
328.47,7.02,25.44,57.77,33.1,0.99,349.81,12.45,52.68,0.13,1
412.74,9.0,21.73,87.42,31.28,0.96,663.85,13.56,95.62,0.13,1
266.68,4.72,25.17,76.23,30.38,0.99,369.43,13.19,44.49,0.13,0
577.92,6.28,13.92,64.58,28.1,0.99,320.25,12.27,46.87,0.2,1
313.52,4.02,29.73,64.41,37.56,0.98,508.88,12.75,75.92,0.14,1
861.09,8.77,15.42,40.67,38.93,0.99,373.25,13.66,61.22,0.12,0
526.04,8.74,17.31,63.27,30.76,0.99,359.59,12.36,89.72,0.12,1
439.73,7.08,14.32,86.28,22.27,0.98,574.01,12.38,39.02,0.16,1
717.79,6.2,19.52,49.42,38.85,0.98,367.02,15.0,26.65,0.13,0
455.99,6.29,24.72,48.86,37.86,0.98,567.21,13.83,39.12,0.17,1
627.25,3.85,30.75,62.09,46.24,0.99,458.6,12.47,79.0,0.17,1
813.76,2.44,34.14,76.29,53.55,0.97,289.54,12.92,25.77,0.12,1
505.22,8.47,32.27,85.78,45.74,0.98,424.79,13.13,67.12,0.13,0
583.16,7.53,24.42,80.62,38.07,0.99,385.22,12.13,83.33,0.15,1
516.67,7.24,19.4,53.61,30.7,0.99,387.52,13.37,97.57,0.13,0
593.76,4.72,21.68,94.49,36.74,0.98,439.93,12.33,57.55,0.12,1
1100.0,3.55,23.27,44.49,51.79,0.98,204.93,13.32,29.84,0.1,0
266.24,8.33,26.82,50.41,32.73,0.99,421.91,13.2,55.28,0.16,0
814.38,7.07,23.04,65.33,43.72,0.98,516.39,12.11,62.8,0.12,1
660.52,5.76,27.66,44.04,47.27,0.98,461.8,12.55,28.52,0.16,1
524.65,9.39,15.22,69.67,27.63,0.99,358.11,14.06,38.18,0.13,0
833.13,10.52,21.87,87.25,43.57,0.97,550.86,11.58,60.21,0.15,1
875.16,10.42,20.61,62.95,42.08,0.98,454.6,13.69,75.15,0.2,0
488.17,5.21,21.1,22.76,34.77,0.99,482.06,13.34,75.54,0.17,0
634.26,7.77,24.22,59.08,40.54,0.98,430.11,12.67,45.46,0.15,1
540.32,8.68,24.64,67.67,39.14,0.97,594.31,12.69,50.46,0.1,1
731.35,2.86,25.48,61.48,42.81,0.95,640.83,13.01,55.45,0.22,1
682.36,12.84,23.11,54.6,40.45,0.98,223.33,12.87,41.47,0.22,0
647.0,4.97,27.68,60.45,44.54,0.98,264.85,13.73,59.5,0.12,0
727.73,8.56,22.61,42.19,43.95,0.98,390.75,12.89,46.63,0.12,1
742.2,8.17,17.56,61.62,37.43,0.99,358.43,14.32,73.92,0.19,0
917.81,9.43,28.6,56.48,53.47,0.96,593.47,13.16,72.36,0.14,0
495.06,6.05,18.2,50.98,30.47,0.99,404.64,13.89,63.11,0.11,0
638.52,4.12,32.68,89.55,49.45,0.98,392.37,12.86,78.18,0.1,0
1090.99,6.52,17.0,51.09,42.28,0.98,234.97,13.5,79.26,0.19,0
535.63,6.95,18.61,74.84,32.62,0.99,426.91,13.8,52.23,0.11,0
872.02,3.66,26.83,70.42,50.84,0.98,492.76,13.09,76.14,0.19,1
474.19,9.68,27.56,79.99,40.31,0.99,498.62,13.08,62.67,0.15,1
781.18,1.2,23.45,19.77,44.14,0.98,279.92,12.96,26.1,0.12,0
619.11,7.94,26.04,57.09,41.9,0.98,436.36,13.52,57.37,0.25,0
724.21,9.28,31.56,40.83,49.31,0.95,609.22,12.72,35.63,0.13,1
597.96,5.12,31.88,61.32,47.31,0.97,583.84,12.98,26.11,0.13,1
883.89,2.29,16.01,62.28,38.91,0.98,504.95,13.43,58.38,0.17,1
643.67,6.09,30.84,51.01,45.88,0.98,520.72,12.96,48.08,0.09,1
620.32,6.02,18.96,89.16,36.83,0.99,292.3,14.14,34.0,0.12,0
736.25,5.39,26.89,73.97,44.79,0.98,293.97,13.3,45.32,0.18,0
522.87,3.4,34.36,51.54,46.45,0.98,377.34,12.94,57.2,0.19,1
229.31,13.76,23.43,96.66,30.36,0.99,309.49,13.31,35.09,0.18,0
380.02,6.14,19.22,51.76,27.47,0.99,205.41,13.39,57.68,0.18,0
521.1,4.96,21.67,53.89,36.84,0.99,382.91,13.17,85.37,0.15,0
959.86,5.05,18.13,78.74,40.69,0.98,528.66,12.79,64.58,0.12,1
1060.87,7.8,27.36,49.66,53.95,0.97,464.22,12.64,47.8,0.14,1
408.3,6.67,21.28,61.24,30.17,0.98,401.48,12.84,35.6,0.17,1
679.72,3.01,14.31,63.22,31.22,0.99,503.65,14.25,37.46,0.17,0
528.02,5.22,20.02,83.24,32.03,0.99,412.01,13.48,89.71,0.23,0
696.0,7.42,20.12,39.29,39.69,0.99,319.68,12.9,45.41,0.14,0
419.35,5.26,27.57,55.17,36.75,0.99,470.51,13.41,57.19,0.17,0
715.29,8.48,27.72,74.13,44.06,0.98,408.96,13.14,48.69,0.09,1
506.69,7.28,25.34,55.66,39.21,0.98,457.19,12.91,52.9,0.09,1
435.9,8.87,27.12,59.99,37.23,0.99,410.78,12.55,41.38,0.16,0
532.22,8.41,24.28,70.44,34.25,0.99,269.21,13.08,25.47,0.13,0
287.52,7.6,29.41,55.76,36.22,0.98,482.69,13.03,53.33,0.11,1
771.95,10.39,18.16,53.25,36.97,0.99,287.16,12.04,51.09,0.12,1
496.03,2.95,33.08,45.18,44.91,0.98,473.44,14.13,62.68,0.12,0
919.8,2.54,14.83,72.34,38.25,0.98,417.84,11.78,55.8,0.12,1
801.33,4.34,16.76,71.1,35.15,0.99,359.1,13.36,45.31,0.13,0
873.17,5.52,28.47,57.05,49.36,0.98,416.34,12.77,52.54,0.09,1
577.81,5.89,24.75,60.79,39.15,0.98,437.96,13.23,58.29,0.13,0
890.43,1.85,22.52,42.68,44.07,0.98,391.57,13.48,59.05,0.07,0
889.55,9.78,30.22,73.25,51.0,0.98,368.39,13.13,35.87,0.15,1
580.58,6.41,33.55,51.77,46.55,0.98,476.25,12.28,48.17,0.16,1
664.11,6.87,22.52,63.26,39.33,0.98,302.02,12.82,59.42,0.17,1
914.6,3.57,29.25,67.14,51.0,0.98,139.18,12.59,77.98,0.17,0
681.67,5.74,25.49,68.82,41.91,0.98,340.36,13.51,48.34,0.12,0
523.99,5.35,14.9,99.84,28.8,0.99,459.13,13.04,78.71,0.18,0
848.83,7.06,24.82,67.48,47.76,0.97,530.82,13.32,52.23,0.12,1
871.87,9.09,29.69,36.03,52.82,0.98,484.44,13.4,69.37,0.17,0
491.18,6.56,21.13,64.52,34.01,0.99,495.29,13.43,43.75,0.15,1
732.86,4.41,32.42,70.68,50.35,0.97,535.36,13.42,42.82,0.15,1
656.9,7.21,24.99,37.14,40.21,0.99,255.95,13.49,61.06,0.15,0
857.67,6.73,29.89,50.74,50.71,0.97,256.72,12.56,48.37,0.13,1
518.82,4.16,24.41,62.1,39.13,0.99,332.55,12.83,18.94,0.14,1
892.48,6.37,24.41,68.6,48.56,0.98,491.65,13.14,74.65,0.17,0
821.35,2.0,27.41,48.41,46.98,0.98,340.08,13.52,42.03,0.15,0
585.14,6.43,15.6,61.95,29.1,0.99,454.74,12.74,61.42,0.21,1
553.59,0.0,20.71,63.93,33.92,0.99,323.77,12.94,54.82,0.12,0
439.96,5.28,30.27,74.24,42.28,0.98,433.95,12.36,70.96,0.09,1
910.92,8.33,24.49,80.55,47.43,0.98,423.36,12.75,88.5,0.14,1
477.56,4.98,21.24,62.43,33.52,0.99,500.14,13.1,56.83,0.14,1
618.43,6.83,25.84,80.44,41.82,0.98,424.78,13.02,77.57,0.12,0
998.69,6.93,35.1,51.95,60.26,0.97,470.32,11.91,61.54,0.16,1
798.65,5.79,12.39,52.79,31.29,0.99,483.79,12.76,39.04,0.1,1
710.18,3.3,24.19,59.0,43.2,0.98,234.09,12.57,46.68,0.14,0
700.04,3.28,21.74,44.56,38.86,0.98,505.1,12.08,57.72,0.13,1
617.44,4.32,18.16,56.98,35.25,0.97,608.78,13.71,20.49,0.16,1
403.05,7.39,35.51,63.55,46.78,0.98,271.08,13.54,44.02,0.13,0
758.69,8.84,22.21,76.59,42.62,0.98,355.38,13.41,64.01,0.13,0
448.45,3.87,30.34,64.76,40.06,0.97,588.97,13.45,49.27,0.15,1
1043.29,4.71,16.48,68.84,42.87,0.98,351.01,12.98,68.86,0.12,0
359.28,5.43,15.34,69.74,25.48,0.99,448.26,13.14,83.99,0.18,0
601.67,9.91,10.7,37.69,25.23,0.99,365.96,13.12,58.02,0.15,0
659.9,4.81,29.43,58.67,46.54,0.98,427.91,13.77,33.93,0.13,0
544.22,8.93,37.77,73.72,51.88,0.98,417.61,14.38,61.17,0.16,0
660.27,5.4,29.98,71.13,44.57,0.98,240.9,13.37,50.63,0.16,0
780.01,5.56,21.9,72.83,39.53,0.98,323.92,12.64,66.63,0.17,0
919.12,5.07,20.14,62.0,42.34,0.98,461.56,13.23,33.41,0.14,1
682.54,5.93,24.9,68.75,40.66,0.98,276.97,13.82,35.49,0.16,0
654.51,3.66,25.78,56.15,43.09,0.98,409.36,11.66,69.41,0.08,1
722.49,6.07,14.32,24.73,32.37,0.99,241.05,14.23,33.9,0.13,0
665.16,4.0,33.88,74.53,50.83,0.98,465.68,12.96,38.67,0.12,1
520.97,6.22,23.32,73.31,34.82,0.99,445.05,13.32,63.09,0.2,0
657.34,1.62,29.48,45.43,47.15,0.98,370.19,13.3,50.4,0.18,0
882.53,4.71,36.09,55.64,59.76,0.97,447.54,14.23,52.93,0.13,1
675.76,5.61,34.34,46.75,50.68,0.93,760.31,13.48,70.75,0.14,1
656.92,5.15,17.96,79.17,34.95,0.99,336.38,12.95,52.89,0.17,0
632.36,1.7,18.19,44.93,34.1,0.99,297.85,13.15,63.93,0.09,0
761.04,6.75,14.38,71.52,34.46,0.99,213.53,12.82,56.72,0.16,1
732.13,2.51,31.25,48.16,50.07,0.97,395.55,12.79,39.56,0.14,1
738.45,11.46,14.34,86.44,32.47,0.97,618.92,13.14,70.44,0.12,1
597.21,9.69,27.02,71.67,42.3,0.98,319.53,12.17,45.83,0.11,1
229.91,10.96,19.63,63.03,26.11,0.99,410.11,12.79,65.2,0.12,1
542.44,6.33,24.22,42.25,38.61,0.98,525.16,13.42,56.63,0.12,1
648.07,1.52,19.52,80.51,37.48,0.99,424.3,13.38,44.8,0.14,0
489.13,10.93,19.88,60.79,30.19,0.99,315.86,12.64,65.22,0.22,0
778.0,6.91,29.62,37.98,48.68,0.97,303.78,12.79,56.43,0.16,0
491.7,10.95,25.79,61.64,37.94,0.98,375.67,12.88,53.03,0.14,1
252.53,9.54,23.0,72.64,30.91,0.98,346.28,12.95,70.28,0.14,0
803.81,7.33,28.26,70.69,47.47,0.98,268.97,13.58,57.85,0.12,0
611.43,3.88,16.6,69.3,32.17,0.98,394.91,13.24,57.12,0.18,0
654.7,4.21,26.26,68.03,41.97,0.98,422.29,12.88,55.39,0.14,1
331.18,5.87,18.79,62.79,25.88,0.99,482.5,12.32,43.49,0.15,1
588.2,6.61,24.18,74.25,38.57,0.96,627.66,13.77,36.58,0.19,1
626.54,6.12,25.33,50.18,43.11,0.98,341.77,13.31,44.79,0.13,0
665.78,7.18,29.65,37.07,45.71,0.97,562.54,13.1,41.66,0.16,1
816.58,10.09,19.29,57.1,40.41,0.97,592.15,12.21,88.01,0.1,1
537.28,11.07,23.09,59.53,36.23,0.99,439.89,13.37,44.67,0.13,1
611.22,2.35,14.16,43.98,29.7,0.99,292.28,13.12,42.79,0.11,0
960.69,7.68,23.94,56.23,46.52,0.98,327.49,13.68,56.34,0.13,0
625.9,8.94,30.91,31.37,46.9,0.98,385.05,13.29,59.75,0.16,0
914.03,6.85,36.89,51.46,59.26,0.95,631.0,12.99,82.96,0.18,1
335.93,7.8,24.41,71.86,32.97,0.99,478.77,12.83,36.39,0.12,1
620.93,4.81,16.3,43.62,31.1,0.99,422.65,13.84,41.49,0.15,0
876.69,6.73,30.01,53.88,54.29,0.97,346.58,11.73,31.47,0.1,1
779.67,6.14,23.04,70.85,42.54,0.98,377.37,11.83,56.7,0.12,1
928.59,4.75,26.46,81.89,49.35,0.96,612.79,14.23,59.08,0.13,1
586.88,5.26,28.32,67.52,44.51,0.98,380.0,13.75,69.75,0.1,0
677.55,7.58,27.79,33.99,44.43,0.98,497.52,13.47,58.87,0.13,1
225.54,5.66,15.1,57.54,19.96,0.99,293.19,12.57,35.96,0.15,1
398.4,6.34,26.08,78.98,36.71,0.98,533.58,14.06,59.02,0.16,0
748.18,5.98,17.12,51.74,35.35,0.99,509.82,15.0,66.25,0.15,0
539.13,5.35,28.86,68.7,40.84,0.98,369.59,13.2,51.32,0.16,0
806.25,3.73,34.13,65.36,53.29,0.97,279.69,13.24,48.01,0.22,0
597.44,3.32,27.09,33.32,40.3,0.98,442.56,13.21,54.04,0.16,1
751.06,6.92,10.33,51.01,28.27,0.99,386.49,12.95,44.23,0.16,1
499.44,5.48,29.16,45.58,43.98,0.98,306.76,13.53,63.76,0.19,0
462.36,3.4,21.69,58.18,33.26,0.99,406.04,12.15,55.0,0.12,1
848.69,5.08,30.48,69.86,54.68,0.94,671.5,13.02,67.76,0.12,1
755.01,7.51,36.26,59.61,56.01,0.97,413.91,13.22,54.75,0.12,0
653.78,7.78,31.5,74.23,48.49,0.98,305.13,12.28,52.49,0.13,1
804.49,2.37,20.63,37.88,40.19,0.98,508.98,12.9,58.31,0.17,1
814.1,7.88,15.47,46.18,34.92,0.99,256.12,13.08,68.04,0.12,0
859.26,1.81,24.45,59.06,46.33,0.98,469.14,12.59,54.95,0.15,0
592.85,4.98,19.19,75.49,35.2,0.99,495.4,11.67,65.72,0.13,1
517.26,8.66,34.01,50.2,43.79,0.98,431.52,12.05,53.4,0.15,1
660.53,3.83,29.96,70.3,46.5,0.98,427.05,14.46,73.62,0.17,0
715.76,8.78,19.35,40.13,36.91,0.98,324.38,12.86,45.79,0.16,0
412.54,6.81,29.83,75.11,39.92,0.99,148.57,15.0,29.5,0.14,0
250.74,11.21,20.66,93.22,29.46,0.98,527.78,12.39,46.32,0.14,1
725.31,10.49,30.44,58.95,47.43,0.98,378.27,12.54,37.42,0.11,1
873.78,7.46,21.69,65.76,44.05,0.98,486.74,12.13,54.42,0.17,1
674.73,5.9,29.44,81.87,47.75,0.98,525.79,12.68,84.66,0.15,1
605.45,9.73,19.59,80.43,35.06,0.99,452.12,11.89,48.79,0.21,1
685.19,7.43,14.34,65.94,31.29,0.99,440.67,13.42,63.14,0.16,0
690.14,8.43,16.16,100.0,33.75,0.99,280.67,13.23,37.35,0.17,0
469.09,7.8,21.47,71.95,34.42,0.99,390.89,13.82,62.15,0.14,0
701.52,7.21,23.66,64.22,40.63,0.98,367.53,13.34,55.21,0.13,0
865.89,3.78,13.93,69.44,35.84,0.99,376.19,12.9,50.72,0.12,1
724.66,8.81,23.45,65.86,41.74,0.95,703.04,13.03,80.11,0.16,1
626.47,4.98,28.74,64.2,43.16,0.98,262.6,13.98,69.45,0.12,0
788.44,10.11,29.35,59.01,47.46,0.97,534.81,11.9,56.84,0.1,1
762.17,5.18,20.81,89.62,41.59,0.98,385.91,13.33,27.22,0.11,1
467.39,6.82,14.36,62.1,27.12,0.99,308.7,13.62,38.49,0.18,0
887.21,10.35,39.33,65.1,62.57,0.97,376.31,13.12,48.09,0.14,0
800.78,7.55,14.87,56.94,35.39,0.99,304.18,13.99,37.36,0.12,1
714.47,4.44,24.15,65.77,42.32,0.98,386.14,13.42,74.07,0.14,0
737.33,8.96,33.82,57.77,52.91,0.98,184.5,13.25,43.77,0.12,0
693.64,6.35,21.75,69.21,39.1,0.98,315.25,11.74,9.93,0.14,1
519.7,8.34,24.17,58.0,37.79,0.98,455.19,13.37,10.09,0.11,1
768.96,5.44,21.2,55.79,39.52,0.98,273.1,13.97,59.31,0.12,0
660.19,7.24,24.29,48.39,42.33,0.98,350.83,13.06,89.78,0.21,0
856.07,10.41,27.29,61.72,48.92,0.98,510.11,12.94,61.74,0.12,1
558.54,6.49,25.47,47.81,40.09,0.98,523.87,14.21,47.06,0.18,0
515.04,12.15,18.16,72.38,31.47,0.99,409.7,12.49,62.46,0.13,1
494.78,9.8,29.09,56.89,40.75,0.98,395.63,12.51,69.02,0.2,1
840.84,8.05,31.57,53.0,53.41,0.97,282.99,13.14,84.41,0.14,0
645.56,6.77,15.19,67.39,31.16,0.99,424.13,12.91,56.84,0.12,1
554.23,5.11,16.95,72.55,30.56,0.98,567.57,13.78,62.83,0.13,0
424.75,8.21,24.28,61.46,33.43,0.99,443.41,13.85,61.42,0.11,0
1100.0,6.59,25.89,30.14,51.67,0.98,406.72,13.85,49.53,0.15,0
669.97,7.37,30.89,49.18,46.4,0.98,206.78,13.08,54.93,0.14,0
539.23,9.48,26.36,48.33,39.64,0.99,355.54,13.5,50.36,0.12,0
567.82,5.43,21.13,53.66,34.9,0.99,382.29,13.33,42.62,0.13,0
862.86,7.95,32.33,60.41,52.51,0.97,452.3,12.21,66.4,0.15,1
600.35,1.45,24.87,67.28,39.65,0.99,384.42,13.16,76.49,0.07,0
458.35,9.7,29.28,59.08,39.51,0.99,437.6,12.22,58.89,0.14,0
635.48,3.32,19.31,67.58,33.54,0.99,319.08,13.34,34.29,0.13,0
945.87,6.27,26.61,73.85,50.16,0.97,545.81,12.82,59.7,0.14,1
876.64,7.32,28.11,64.21,50.58,0.97,341.78,12.56,53.13,0.2,1
890.03,7.42,39.28,80.89,61.75,0.97,314.08,13.0,77.01,0.12,0
530.12,7.63,19.51,70.42,30.37,0.99,506.07,13.09,85.43,0.14,1
392.03,7.83,28.18,42.17,36.84,0.99,422.81,12.2,43.59,0.13,1
582.98,11.68,29.55,83.42,45.33,0.98,449.15,13.08,49.42,0.18,1
576.41,9.85,27.64,86.51,41.5,0.98,547.13,12.56,58.47,0.17,0
651.73,8.21,21.88,61.89,38.19,0.98,459.6,14.1,17.81,0.13,0
816.47,1.83,23.11,88.32,45.5,0.98,237.76,13.81,35.23,0.13,1
549.94,5.17,25.32,44.03,39.83,0.98,482.46,13.26,62.98,0.13,1
511.95,10.58,27.14,71.39,40.24,0.99,190.39,12.55,38.05,0.14,0
453.69,1.23,33.2,49.7,43.09,0.97,534.89,14.05,65.31,0.2,0
782.09,5.21,28.21,61.04,49.62,0.98,449.1,12.4,69.01,0.15,1
724.49,4.77,17.22,44.18,35.61,0.98,540.74,13.22,40.91,0.11,1
811.96,11.73,13.58,66.63,33.1,0.99,466.95,13.08,100.0,0.15,0
419.65,5.19,24.39,49.12,35.76,0.99,421.5,12.75,43.17,0.18,1
564.2,6.72,24.08,81.13,36.45,0.98,563.18,12.97,58.36,0.18,1
882.3,4.81,28.05,50.19,51.12,0.98,288.91,14.88,35.61,0.13,0
723.05,2.55,24.06,70.65,40.36,0.99,328.14,13.1,34.82,0.16,1
862.82,6.59,17.85,46.84,38.91,0.98,379.3,14.02,98.53,0.09,0
823.82,4.51,20.05,45.84,38.82,0.98,477.7,12.54,72.7,0.1,1
782.5,4.03,21.52,63.92,40.94,0.95,668.33,12.45,62.2,0.1,1
540.03,6.04,17.1,84.64,32.78,0.99,230.28,12.09,83.29,0.13,0
629.6,4.6,19.82,66.91,35.5,0.98,523.31,13.61,68.34,0.14,0
707.24,5.49,24.07,57.81,40.52,0.98,363.98,13.0,23.57,0.18,1
1072.91,4.01,20.71,52.95,49.53,0.98,446.4,13.45,52.09,0.16,0
783.57,5.56,25.96,86.33,45.45,0.98,340.04,13.43,42.91,0.16,0
633.08,6.85,27.22,43.62,42.41,0.98,342.68,12.98,50.51,0.13,0
683.54,5.41,27.06,63.14,43.37,0.98,338.03,13.14,60.64,0.14,1
727.98,8.59,24.63,88.67,42.18,0.98,447.75,13.33,46.58,0.17,1
615.43,5.88,20.64,44.4,35.07,0.99,479.17,12.68,59.88,0.11,1
782.03,9.25,17.23,67.21,35.73,0.99,347.16,13.41,33.74,0.18,0
848.4,6.98,29.23,47.66,52.16,0.98,311.43,13.1,66.85,0.2,0
1093.59,4.41,25.61,69.23,55.24,0.97,299.9,12.39,36.69,0.11,1
925.11,9.65,28.83,82.65,52.17,0.98,214.48,12.78,58.16,0.17,0
707.0,6.97,19.71,100.0,37.14,0.98,370.99,13.62,40.13,0.07,0
539.5,10.13,24.26,81.22,39.64,0.98,438.96,12.92,37.76,0.11,1
433.6,10.33,14.82,67.23,24.4,0.99,467.33,13.05,43.38,0.16,1
830.08,5.16,25.36,58.19,47.23,0.98,416.75,12.79,61.39,0.16,1
872.33,8.13,18.04,50.91,41.0,0.98,510.36,12.44,59.91,0.16,1
920.25,4.81,17.66,38.02,39.44,0.98,433.47,14.22,83.16,0.16,0
709.14,5.07,23.4,79.81,40.06,0.98,557.79,12.31,35.58,0.15,1
656.3,4.43,21.28,30.67,37.61,0.94,736.29,14.01,48.72,0.13,1
638.75,11.06,22.45,73.9,37.77,0.99,395.46,13.16,92.61,0.18,0
801.65,10.29,19.81,65.14,36.97,0.95,738.25,12.48,15.6,0.14,1
281.54,10.22,28.07,88.59,34.35,0.99,277.25,13.24,33.28,0.12,0
338.69,3.33,27.87,58.54,35.48,0.98,535.91,13.11,91.37,0.19,1
205.48,8.03,26.04,75.36,30.91,0.99,310.11,13.47,41.78,0.13,0
571.77,5.63,26.43,78.46,43.41,0.98,510.16,13.52,78.76,0.1,0
629.01,4.94,21.55,71.35,38.89,0.99,219.03,13.45,42.78,0.16,0
866.57,6.21,35.97,59.06,57.75,0.97,317.88,12.57,50.26,0.11,1
658.99,7.09,31.42,62.59,48.39,0.98,320.9,12.3,42.5,0.16,1
746.48,6.83,23.23,36.57,43.64,0.98,357.1,12.23,70.71,0.18,1
629.39,3.94,26.23,70.48,42.13,0.98,337.47,13.53,10.63,0.21,0
562.45,5.76,15.02,69.1,29.23,0.99,371.17,13.69,38.38,0.11,0
453.38,8.38,17.73,48.16,29.15,0.96,648.21,12.96,74.89,0.18,1
696.17,10.32,28.59,66.35,46.81,0.98,267.48,12.75,60.04,0.21,0
644.72,7.87,34.17,73.9,51.65,0.97,323.35,14.02,15.62,0.14,0
460.07,5.29,32.59,63.75,44.56,0.98,469.24,12.57,40.49,0.15,1
549.75,11.13,21.95,35.1,36.91,0.97,590.87,11.45,93.48,0.13,1
457.84,8.78,24.81,86.07,36.6,0.99,346.5,13.34,63.87,0.14,0
497.16,5.96,18.67,56.68,29.32,0.99,377.31,13.27,80.74,0.13,0
874.13,3.22,21.82,66.44,42.43,0.98,324.5,13.29,74.47,0.12,0
717.83,1.66,32.21,38.55,48.13,0.98,238.44,12.14,37.08,0.16,1
745.0,10.69,23.54,39.06,41.98,0.95,651.68,13.47,52.4,0.15,1
479.41,8.97,19.55,54.73,31.84,0.99,450.51,13.34,77.15,0.16,0
546.91,5.79,22.68,57.56,34.35,0.99,375.56,12.9,76.9,0.13,0
870.07,7.48,16.44,58.46,36.94,0.99,374.79,13.12,60.89,0.17,0
527.34,3.83,31.66,56.53,44.83,0.98,419.4,13.7,38.12,0.12,0
538.03,9.39,30.06,70.98,43.38,0.97,573.54,13.94,64.96,0.19,0
770.28,4.3,31.13,68.2,51.52,0.98,351.47,13.95,80.5,0.16,0
862.04,4.12,11.93,82.21,33.94,0.97,600.62,13.77,77.68,0.16,1
872.43,9.72,22.9,70.61,43.77,0.98,322.76,12.6,52.9,0.14,1
690.14,4.5,23.11,55.11,39.56,0.98,496.8,13.74,53.7,0.19,0
538.93,6.38,37.1,67.41,50.72,0.98,252.29,12.77,68.69,0.21,0
715.22,9.38,16.34,75.18,34.54,0.99,165.79,13.2,70.39,0.16,0
742.49,7.08,25.83,93.58,43.37,0.98,481.34,12.94,39.6,0.13,1
611.19,9.54,22.52,53.57,36.99,0.99,352.21,13.37,83.85,0.11,0
608.51,3.86,27.66,73.94,41.85,0.98,256.62,12.45,44.35,0.1,1
787.71,6.35,20.93,53.75,42.42,0.98,384.1,12.51,27.91,0.21,0
1004.21,8.59,18.55,68.97,43.65,0.98,313.41,12.58,41.25,0.13,1
348.87,7.36,26.04,46.54,35.18,0.98,490.14,13.49,43.91,0.13,1
657.76,6.82,26.84,75.88,41.6,0.98,439.84,14.22,74.85,0.14,0
366.1,5.66,21.61,55.04,29.69,0.99,322.83,12.59,51.83,0.09,1
663.42,5.9,28.59,57.67,46.8,0.98,416.15,12.06,43.96,0.13,1
594.88,5.42,28.92,89.11,42.97,0.98,450.76,13.93,64.95,0.13,0
1017.32,8.19,28.45,75.79,53.5,0.97,511.74,13.67,67.22,0.18,0
747.91,3.71,24.62,35.45,41.46,0.98,327.27,13.21,55.98,0.14,0
459.04,6.4,29.94,51.03,42.11,0.98,367.85,13.42,34.61,0.17,0
931.38,7.56,32.83,61.87,55.09,0.98,393.24,13.19,46.1,0.17,1
372.65,5.99,17.08,61.14,26.1,0.99,370.88,13.28,48.45,0.07,0
775.58,8.27,21.86,53.8,43.22,0.98,467.48,12.73,49.67,0.15,1
977.4,4.9,23.84,60.0,48.61,0.98,442.23,13.09,42.65,0.14,1
723.33,8.79,22.41,68.5,40.17,0.97,603.44,12.47,53.3,0.16,1
781.64,9.93,23.94,85.02,41.77,0.99,275.39,12.86,58.9,0.11,0
749.49,5.0,21.53,44.57,42.2,0.98,287.62,14.1,91.0,0.14,0
629.84,4.94,11.64,56.26,28.42,0.99,433.01,13.44,40.4,0.13,0
706.19,2.65,19.3,75.54,36.13,0.99,296.21,13.82,87.22,0.13,0
384.77,7.21,10.29,83.97,19.9,0.98,549.28,13.22,63.85,0.18,1
758.09,11.83,34.41,73.66,54.02,0.97,271.65,14.2,22.27,0.12,0
531.37,5.71,21.51,37.33,33.42,0.99,454.37,14.13,46.57,0.11,0
808.49,6.38,16.16,52.19,38.3,0.99,252.57,13.1,64.4,0.18,0
598.09,2.01,9.79,43.52,26.88,0.99,444.68,13.14,79.37,0.14,0
637.21,4.7,29.48,64.73,44.4,0.98,164.53,13.25,58.7,0.12,0
617.5,8.76,25.82,78.0,40.83,0.96,629.2,13.5,58.47,0.16,1
509.95,9.26,11.91,38.45,24.68,0.99,460.52,13.91,65.66,0.15,0
751.59,8.8,21.09,27.36,41.61,0.99,439.99,14.16,66.86,0.19,0
609.43,9.62,24.17,36.9,39.9,0.96,606.32,13.03,61.64,0.12,1
467.95,5.92,22.96,54.07,35.82,0.99,279.0,13.75,67.7,0.14,0
572.86,5.43,24.94,74.77,39.77,0.98,292.18,12.29,70.48,0.13,1
622.82,11.28,26.07,47.52,40.75,0.97,591.83,12.67,63.77,0.13,1
726.9,4.58,23.92,39.61,42.84,0.96,626.73,12.96,52.05,0.16,1
691.21,6.31,15.44,58.08,33.78,0.99,308.4,12.47,43.51,0.18,1
570.35,6.28,31.07,53.39,45.99,0.98,263.59,12.56,58.0,0.12,0
704.28,5.55,23.88,66.61,41.03,0.98,526.46,13.88,48.27,0.15,0
1057.04,5.95,21.82,79.61,48.88,0.98,508.78,13.81,57.44,0.17,0
604.55,5.97,24.09,48.54,37.52,0.99,230.41,13.11,81.76,0.2,0
144.96,7.23,25.99,63.46,30.19,0.99,497.69,13.44,86.32,0.16,0
